V1,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_8,pop_9,sbank_1,sbank_2,sbank_3,sbank_4,sbank_5,sbank_6,sbank_7,sbank_8,sbank_9,actions,rewards
121,1437,509,8,143576,4254,26,1758,279,6,32936,8693,95,2317789,63028,544,39059,5581,68,0,-50
122,1821,698,12,188515,6112,36,2419,361,12,81063,17813,146,5737285,123748,971,92289,13238,112,10,-59
123,2830,768,8,264325,5884,31,3209,510,6,57786,14320,139,4062513,104440,909,68005,9960,111,0,-60
124,3339,1110,14,344221,9351,48,4346,644,12,74662,18561,178,5250702,133828,1158,88229,12715,143,0,-60
125,4260,1442,20,379953,12237,62,5538,821,19,118284,46700,739,8084700,366367,4355,170749,24870,508,10,-69
126,4268,1980,30,385723,16872,116,6066,962,18,79814,34831,584,5419705,278390,3275,120588,17590,397,10,-69
127,2963,1581,28,278237,13920,96,4506,716,16,56825,23226,377,3882266,183178,2088,83261,12329,261,10,-69
128,2105,1073,20,201753,9455,65,3135,503,12,43552,16582,264,2995268,128927,1417,61335,8896,171,10,-69
129,1607,761,15,155564,6604,47,2293,363,9,35744,12018,183,2484313,95379,994,48166,6890,122,0,-50
130,2001,1002,19,203311,9383,58,3067,453,15,82446,22032,259,5796125,161104,1404,98785,14166,176,10,-59
131,2887,960,13,268145,7798,46,3480,550,11,58528,18279,249,4096678,139751,1311,72779,10598,156,10,-69
132,2156,822,13,211865,6894,39,2700,429,8,40185,12339,164,2819159,95057,893,49728,7198,106,10,-59
133,1497,572,9,149421,4877,29,1874,296,6,33718,9568,114,2381333,70691,621,40882,5786,76,10,-59
134,1235,436,6,122133,3587,22,1511,235,6,29007,7749,74,2055687,55070,470,34590,4896,53,0,-40
135,1588,611,12,167512,5247,33,2114,312,12,63423,14877,118,4487614,99430,792,72691,10455,93,0,-50
136,2950,977,17,274540,7873,47,3672,555,17,109633,33587,437,7638554,253420,2922,137557,20174,316,0,-60
137,5200,1993,33,479893,16720,109,6862,1051,28,137936,53775,842,9461094,427260,5301,189768,28205,590,10,-69
138,4981,2312,34,453248,20049,147,6805,1100,21,91128,38837,647,6212446,311242,3803,130459,19485,441,0,-60
139,5545,3161,46,542513,29950,192,8755,1320,35,125515,45292,681,8651837,354406,4457,168458,25114,474,10,-69
140,4601,2071,32,416082,18113,132,6257,1011,22,84636,38956,683,5761759,328963,4594,123227,18793,478,10,-69
141,3154,1746,31,295456,16160,130,4608,761,20,59629,26478,444,4080977,226575,3048,85980,13182,334,10,-69
142,2215,1221,22,211705,11582,95,3234,539,16,45215,18466,302,3109730,156338,1997,62670,9883,229,10,-69
143,1668,856,16,161782,8024,61,2345,399,12,36742,13758,215,2548812,112810,1347,48765,7510,154,10,-59
144,1345,633,11,131149,5748,42,1810,305,8,30662,10229,147,2150765,83031,922,39295,5854,104,0,-50
145,1696,843,14,176315,8177,55,2463,385,12,68176,18520,207,4809053,136506,1251,79965,11743,158,0,-50
146,3166,1266,21,291874,11457,67,4120,640,19,112301,42550,696,7825067,356905,4262,146175,22576,468,10,-69
147,3965,1802,27,369656,16411,116,5133,862,18,75848,31e3,514,5266995,266093,3141,101772,15687,357,0,-60
148,4513,2502,38,454239,25108,157,6718,1047,27,115732,36865,501,8089277,298295,3063,144239,21364,386,10,-69
149,4197,1679,26,386581,15235,93,5286,855,15,78481,31643,510,5421471,275391,2994,105287,15967,369,10,-69
150,2916,1417,24,278386,13540,87,3935,645,15,56074,22269,352,3883452,191259,2051,74451,11439,256,0,-60
151,3338,1865,30,332055,19206,114,4994,774,24,104316,32509,443,7292484,262314,2572,129310,19291,312,10,-69
152,3722,1450,18,343364,13093,79,4645,760,12,71457,27577,433,4960675,237309,2455,94078,14494,315,10,-69
153,2647,1236,19,255163,11674,72,3510,587,12,50565,18932,299,3512830,162720,1675,65881,9971,207,10,-69
154,1876,871,16,184001,8324,53,2478,407,9,39951,13477,200,2780980,114918,1137,50592,7506,137,0,-50
155,2279,1133,20,230916,11606,65,3267,499,15,94539,25096,307,6654011,192887,1762,111120,16539,211,10,-59
156,3312,1090,14,307183,9366,53,3895,635,11,65501,20182,280,4592407,167086,1644,80384,12158,199,0,-60
157,3837,1568,22,392328,14885,79,5202,792,18,85606,25279,346,5987048,209938,2015,103546,15720,260,0,-60
158,4889,1996,27,431166,19391,101,6561,1013,25,125687,62178,1146,8514171,550254,6667,189822,29592,770,0,-60
159,6847,3801,62,586385,37695,236,10446,1661,48,152988,107103,2157,10005124,1001788,13225,274694,43860,2100,0,-60
160,8811,6853,119,731305,69101,488,15821,2555,107,175289,164658,3734,11014225,1590352,22183,371025,61039,3465,0,-60
161,10766,11165,210,836897,111470,871,22538,3704,197,197035,266090,5926,11718523,2247596,33912,509459,83218,5429,0,-70
162,12559,18052,338,910858,163640,1401,31083,5168,313,224322,440215,9288,12404403,2683995,46792,721112,111254,8652,0,-70
163,14618,29670,530,976111,212154,2061,41808,7070,494,252426,714089,14327,12805041,2983370,62978,976361,145102,13267,10,-89
164,9625,30998,553,630307,148464,1767,35631,5822,471,166325,522458,10361,8225407,1942892,43847,647682,98840,9372,10,-89
165,6251,23733,415,419292,100471,1256,24488,4029,349,109186,330520,6499,5562585,1256088,28101,403625,62423,5637,0,-70
166,6806,29420,465,484461,120504,1498,29113,4491,423,141823,348457,6975,8395795,1601977,30957,390616,64842,5808,10,-79
167,5248,16411,288,401799,79534,906,15314,2699,227,96158,305796,5927,5627095,1125284,23395,290012,46516,4927,0,-70
168,5866,23578,375,488427,103935,1166,19594,3199,319,132018,345280,6474,8341253,1192079,24157,321802,51204,5511,10,-79
169,4847,15795,261,399570,60766,711,12241,2103,208,89562,279697,5328,5573310,885385,18868,233474,37087,4113,10,-79
170,3340,12614,212,286014,44922,539,8773,1505,155,62768,182238,3424,3971811,586524,12378,154163,24610,2514,0,-70
171,3774,15925,242,340186,58903,653,10760,1725,192,109439,192891,3694,7353701,741554,13508,193092,31779,2622,0,-70
172,5659,17611,272,469012,66220,736,12902,2122,210,146678,497820,9315,9325302,1748380,32837,315331,57148,6649,0,-70
173,7923,31557,495,651784,115250,1300,18710,3312,356,175026,862767,15607,10515635,2342285,49280,452815,78996,10950,10,-79
174,6443,37089,597,509566,112225,1356,16512,3120,384,115695,613064,11061,6834765,1550803,33472,313723,53616,7853,10,-89
175,4322,27932,442,349348,79602,963,11796,2187,290,78357,384260,6916,4706047,992570,21054,201504,34525,4649,0,-70
176,4793,34412,496,407685,96831,1136,14264,2463,348,121437,402756,7339,7814841,1264801,23563,230499,42291,4892,0,-70
177,6607,35598,544,516670,108535,1275,16263,2912,377,163127,1053798,18227,9645747,2064528,46050,381168,69201,10439,10,-89
178,5938,44786,690,464109,98832,1269,13928,2730,372,108863,748660,12999,6335157,1390605,32790,269783,47888,7590,10,-89
179,4058,34064,516,324076,71161,942,10123,1943,281,74335,463476,8019,4410737,882238,20496,174459,30866,4517,10,-89
180,2770,21670,329,228241,45960,601,6636,1266,175,54146,298648,5148,3300836,599228,13518,116510,20729,2742,10,-79
181,2005,13927,212,172138,30915,397,4418,851,110,42361,195827,3366,2661177,414084,8606,81645,14615,1683,10,-69
182,1555,9107,139,137344,21273,252,3074,595,70,34928,128640,2178,2262133,286744,5512,59862,10757,1051,0,-60
183,1948,11347,154,184277,29346,299,3957,722,85,74695,144716,2351,5098666,387593,6262,99771,17099,1512,10,-69
184,2626,6736,99,236621,19447,188,3598,675,59,54927,125871,2064,3696407,353458,5878,75554,13637,1085,0,-60
185,3142,9698,133,311318,31057,268,4848,870,79,73435,139792,2298,4991984,425955,7145,96083,17099,1529,10,-69
186,2684,6415,96,243318,21344,207,3559,687,59,54244,114736,1904,3636342,370948,6242,74416,13684,1101,0,-60
187,3165,9026,126,308298,33335,294,4783,885,80,91786,128946,2100,6290906,462879,6947,116964,20326,1552,0,-60
188,4740,10862,155,410161,42307,357,6767,1231,103,132736,291307,5285,8708456,1178250,18782,196832,38524,3480,0,-60
189,6971,18835,286,592870,77274,705,10831,2109,187,160973,508891,9640,10123118,2000409,33485,275791,57516,5850,10,-79
190,5896,21884,370,488967,93596,902,9986,2239,208,106921,365044,6753,6628067,1353433,23039,191181,39277,4278,0,-70
191,6554,29847,452,581122,123314,1154,12858,2669,286,138146,339944,6430,8934805,1304966,21800,219045,42726,3807,10,-79
192,5106,16129,268,430659,67324,647,8278,1754,153,94009,296157,5555,5946646,953350,16944,161140,31216,3126,10,-79
193,3502,13287,223,304614,48561,486,6034,1264,117,65816,196042,3588,4192667,634054,11339,109297,20972,1940,10,-69
194,2450,9061,147,217267,32739,330,4128,854,79,48951,126335,2301,3174730,430369,7277,76748,14743,1209,0,-60
195,2870,11224,166,266994,44643,392,5199,1008,95,101109,143651,2508,6885763,583094,9150,132065,23643,1739,10,-69
196,3580,6682,107,320254,29296,264,4749,932,66,70430,125374,2212,4728352,531660,8291,96263,18262,1291,0,-60
197,4142,9644,142,405076,46753,381,6287,1180,94,95194,141877,2483,6436084,636560,9807,123578,23306,1828,0,-60
198,5373,11803,173,455701,56242,484,7893,1507,122,136053,314006,6137,8788979,1603907,25247,216945,45740,4128,10,-69
199,4943,13489,237,421785,73987,673,7792,1772,147,91534,235314,4454,5830566,1122192,18243,153161,32043,3286,10,-79
200,3403,10645,178,298866,56832,524,5729,1299,124,63762,148924,2799,4120944,706216,11232,103116,21149,1981,0,0
1,0,9448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-19
2,0,924,0,0,6,0,0,0,0,1608,94797,1372,334,1341,261,0,3,0,10,-19
3,56,3835,51,17,60,10,0,0,0,1177,70519,1035,250,1012,183,0,2,0,0,-10
4,70,5545,68,31,97,19,0,0,0,963,57226,829,198,833,145,0,1,0,0,-10
5,73,5760,72,37,107,23,0,0,0,2527,147858,2317,1956,4458,431,22,32,3,0,-10
6,128,9683,125,117,268,31,6,6,0,4935,273429,4200,6126,9144,1391,81,86,23,10,-19
7,177,11725,161,278,423,40,6,8,6,3496,194869,2972,5090,6554,938,69,65,14,10,-19
8,131,8872,120,260,333,30,6,6,0,2166,121239,1831,2961,3912,569,40,37,8,10,-19
9,84,5666,77,166,211,21,6,6,0,1406,77450,1158,3174,2370,351,44,27,4,0,-10
10,94,6951,89,288,272,29,12,12,0,1510,82698,1218,7745,3513,315,117,49,4,10,-19
11,60,3898,55,365,180,15,7,6,0,1321,71867,1076,7434,3133,262,111,42,4,10,-19
12,51,3226,44,373,157,11,7,6,6,866,46932,707,5742,1905,163,87,26,2,10,-19
13,34,2180,32,300,103,8,6,6,6,574,29804,446,4759,1140,104,72,22,1,0,-10
14,44,2683,38,483,132,13,12,12,6,647,31036,469,11436,1735,106,176,42,1,0,-10
15,51,2915,40,848,166,18,20,17,5,2070,80312,1162,51485,6227,272,738,153,11,10,-29
16,76,3440,46,2311,291,11,28,9,0,1595,60123,878,41234,4669,211,588,125,9,10,-29
17,62,2724,37,2107,237,8,26,8,0,997,37405,544,26639,2770,130,386,78,5,10,-29
18,39,1749,26,1432,149,7,20,8,0,701,23638,343,22549,1714,81,338,58,3,0,-20
19,50,2139,32,2267,195,13,27,12,0,1210,25502,372,59107,2475,91,891,136,3,10,-29
20,48,1203,17,2779,131,6,32,9,0,1266,22379,329,65768,2661,78,991,150,3,10,-29
21,48,1004,16,3216,132,6,39,9,0,845,14290,207,45086,1646,50,685,99,1,10,-29
22,34,665,10,2382,89,6,30,8,6,621,8937,129,34610,1071,30,514,79,1,10,-29
23,27,421,9,1807,61,6,24,6,0,498,5859,86,30018,757,19,449,67,1,10,-19
24,22,278,6,1535,44,0,20,6,0,400,4086,60,24491,531,12,360,56,1,0,-10
25,29,357,12,2477,63,0,30,12,0,852,4532,60,54438,1552,24,794,135,3,10,-19
26,32,215,6,2603,78,6,30,9,0,989,4075,53,65918,1341,18,954,157,2,10,-19
27,40,182,6,3197,68,0,37,9,0,703,2367,30,46608,862,11,677,109,1,0,-10
28,50,221,12,5026,96,0,51,15,0,1243,2173,27,85882,1241,9,1257,177,1,10,-19
29,50,111,6,4209,68,0,50,9,0,1741,2107,27,120020,1560,9,1749,243,1,10,-19
30,64,95,6,5735,78,0,67,13,0,1243,1258,16,86410,1104,6,1252,184,1,10,-19
31,49,63,6,4512,61,0,51,9,0,919,763,9,64170,791,5,933,145,1,0,-10
32,60,77,6,6881,85,0,65,15,6,2320,1434,17,163681,2754,23,2368,355,2,10,-19
33,87,70,6,7741,133,6,87,16,0,2741,1027,10,193630,2763,14,2840,425,1,10,-19
34,101,49,0,9399,137,0,106,19,0,1895,649,6,136008,1896,9,2003,302,1,10,-19
35,73,33,0,7146,100,0,79,17,0,1426,431,4,104257,1431,7,1535,229,1,0,-10
36,89,44,0,10995,143,0,105,23,0,3714,711,4,265955,4086,22,3884,566,1,10,-19
37,132,38,0,12560,190,0,141,24,0,4268,780,2,310139,5005,26,4554,708,4,0,-10
38,212,61,0,25476,378,6,247,45,0,6050,1020,4,432071,6638,36,6923,914,3,10,-19
39,219,50,0,21412,323,6,253,39,0,7455,1261,3,533988,8019,37,8667,1160,2,0,-10
40,361,89,0,43211,610,12,450,67,0,12298,1922,8,880672,13809,75,14038,1898,8,0,-20
41,603,138,0,67616,1032,17,744,110,0,52932,9747,53,3755832,59558,354,59190,8466,45,0,-40
42,2079,483,6,201576,3310,29,2407,373,6,102182,19704,127,7214892,120066,718,115533,16364,114,0,-40
43,4458,1115,12,429586,7750,46,5331,805,13,130831,27723,229,9219397,177353,1245,154696,21987,179,0,-60
44,6658,1846,22,626007,13456,75,8456,1249,22,150498,44060,546,10389254,301662,3303,202897,28756,376,0,-60
45,8539,2966,38,759389,22833,141,12013,1754,33,168858,77533,1305,11187061,559063,7419,282273,39972,874,10,-69
46,6287,3337,51,545074,26269,198,10302,1583,34,110833,57218,989,7247864,420874,5426,198029,28039,658,0,-60
47,6890,4615,69,639779,39823,266,13291,1900,48,139291,62973,1025,9307128,462771,5896,226208,31969,691,0,-60
48,8356,5397,78,676946,45083,310,15568,2223,57,168144,157086,3401,10665611,1343241,19533,365818,56457,2732,0,-60
49,10209,9831,170,801180,85594,690,22094,3352,129,195082,274664,6032,11751618,2103873,32390,535907,82182,5065,0,-70
50,12178,17668,314,901575,144286,1258,31801,4941,257,218885,408303,8546,12422282,2550342,42220,733231,107011,7128,0,-70
51,14278,28204,491,977217,196366,1855,42767,6802,410,243557,649165,12846,12813441,2823035,55557,970701,136719,9887,0,-70
52,16193,43566,744,1021753,235549,2565,55911,8959,596,276028,1083964,20177,13043282,3136725,77489,1135433,177368,15640,0,-90
53,18234,67587,1149,1054422,271130,3592,68267,11776,906,310820,1597777,29363,13179025,3435512,107670,1249825,227912,23912,0,-90
54,20489,100008,1707,1074483,304830,5034,78564,15351,1382,335200,1904987,36135,13260390,3733654,145892,1338515,292088,35616,10,-99
55,12869,84224,1429,656475,189287,4122,50609,11839,1273,217423,1248721,24065,8489288,2436984,101154,869308,199096,25602,10,-99
56,8198,57700,967,432818,126293,2909,33113,8125,941,140147,783473,15188,5735774,1586757,63496,538845,123846,15691,10,-99
57,5268,36625,615,294145,82418,1851,20667,5107,595,93321,508212,9675,4088691,1080179,40431,338864,77394,9932,10,-99
58,3490,23675,394,211950,55683,1179,12982,3191,380,65569,332379,6233,3120269,738902,25924,217395,49162,6520,10,-79
59,2435,15459,256,162277,38021,759,8300,2023,247,49238,217441,4033,2557434,505080,16456,143245,31603,3892,0,-70
60,2871,19220,290,209993,51081,892,10075,2263,297,95067,241500,4476,6034775,664142,16764,177767,35428,3973,10,-79
61,3379,11272,185,278923,33346,501,6681,1463,158,67396,209558,3820,4238462,580175,14008,132062,26748,3215,10,-79
62,2490,9394,151,218898,28695,399,4937,1081,123,45809,137477,2485,2911573,385419,9307,87163,17397,1933,0,-60
63,2781,11943,171,256638,39790,490,6072,1230,151,99192,145291,2478,6730184,481303,9328,139488,24560,2078,10,-69
64,3506,6822,104,311934,24466,278,5072,985,87,69152,127470,2208,4638361,449070,8108,102003,19036,2052,0,-60
65,4060,9818,141,396826,39202,382,6687,1242,132,90702,146326,2475,6140492,552411,9275,126140,23207,2225,0,-60
66,5180,12097,173,439683,49094,469,8233,1542,163,133147,319594,5916,8610332,1365655,23044,223993,44020,4700,0,-60
67,7256,20786,319,595372,89125,879,12670,2492,269,163862,555150,10482,10076273,2110194,37631,324350,64858,7790,0,-70
68,9398,36300,560,738190,146197,1514,18928,3794,437,190513,846627,15664,11097534,2566729,50260,440614,84226,11554,0,-80
69,11595,55066,882,843575,198004,2228,26907,5268,672,218833,1347190,23982,11809814,2852373,66790,605058,108256,16979,0,-90
70,13736,83599,1356,918054,237929,3094,36076,7006,1005,250122,1754580,31524,12463547,3152854,92318,854625,143267,25426,0,-90
71,16125,114149,1904,982152,273329,4312,48752,9346,1500,279598,2010699,37504,12844106,3448198,125906,1060204,186451,38281,0,-90
72,18317,139374,2435,1029031,306348,5965,62149,12355,2249,308879,2182506,43585,13066141,3768466,170809,1191822,239133,55951,0,-90
73,20423,158891,2979,1058398,337257,8180,73403,16100,3324,333537,2331706,50273,13197354,4079167,232358,1290216,306688,81562,10,-99
74,12799,106037,2036,652625,207055,6577,48574,12430,2921,216523,1516667,33440,8452997,2636554,160957,838261,209069,58115,0,-90
75,13828,120190,2329,753117,247663,8249,56962,14573,3899,225546,1425534,30871,10485760,2832042,142421,731e3,184499,51e3,10,-99
76,8602,66364,1291,507855,143645,4286,28766,7841,1986,148585,975321,21274,6889895,1877661,102184,506637,128431,39084,10,-99
77,5586,45079,858,351700,97019,2949,19225,5265,1442,98508,623899,13524,4753206,1220041,64102,322890,80940,24580,0,-90
78,6108,53179,959,411247,116955,3461,23074,5850,1775,136166,659301,13343,7838088,1545389,58791,327672,77455,21486,10,-99
79,5005,30691,554,373388,76824,1776,12729,3270,848,93047,522091,10164,5283985,1091548,43616,242557,55043,17008,10,-99
80,3464,23662,409,271408,55667,1257,9106,2247,629,65224,338534,6502,3805288,709302,27891,160437,35464,11128,0,-80
81,3924,29728,462,324769,70553,1493,11190,2533,791,112154,348870,6530,7253393,896473,26617,197238,40303,9568,0,-80
82,5827,31719,504,458312,78965,1572,13307,2883,812,153811,903375,16032,9267496,1843230,52973,322902,67362,19703,0,-90
83,8248,54414,867,644540,126656,2345,19220,4143,1177,185728,1469349,25819,10472234,2404004,78975,465119,93318,32306,0,-90
84,10654,88848,1416,774330,180885,3523,27925,5835,1853,208704,1797802,32418,11198005,2735624,103158,631684,119403,45145,0,-90
85,12866,118760,1975,862411,224865,4890,37577,7810,2719,234217,2003003,37654,11944058,2995011,137133,873367,154975,64429,10,-99
86,8831,89579,1502,584660,149966,3888,31888,6240,2316,154248,1311665,25191,7730114,1982814,95881,588514,106486,46048,0,-90
87,9666,103467,1739,684017,184168,4896,40111,7357,3094,177968,1216174,23293,9762682,2110201,87154,533398,100999,40706,0,-90
88,11172,99721,1823,714743,191894,5153,39523,7818,3268,215725,1677709,33049,11251197,2672404,136693,856982,147501,74362,10,-99
89,8076,74880,1327,546082,132713,3898,31449,5978,2682,142594,1116213,22379,7330437,1769142,97126,576829,102345,54696,0,-90
90,8869,88555,1544,644772,164755,4943,39566,7066,3627,166003,1000760,19961,9436690,1801140,85915,514588,95527,47822,10,-99
91,6219,47107,843,456321,92281,2591,20309,4020,1860,111344,721004,14306,6231594,1246126,62242,377230,67892,36333,0,-90
92,6871,58199,988,545443,116445,3217,25724,4717,2453,145808,753641,14617,8757737,1403913,59943,401124,70850,35155,10,-99
93,5387,34872,604,420924,70888,1784,15380,2932,1349,99115,577871,10986,5829764,1013911,43852,291891,50774,26584,10,-99
94,3696,26280,441,298829,51624,1263,10971,2067,984,68899,373518,7004,4121167,665278,27405,190355,33134,16627,0,-80
95,4161,32900,498,353915,66263,1483,13375,2342,1210,115028,385980,7140,7445389,840623,26045,221139,38470,14401,0,-80
96,6052,34424,546,478640,74342,1549,15427,2710,1228,157287,999341,17432,9386230,1813179,52917,363920,66370,28890,0,-90
97,8494,59536,941,658687,122705,2332,21947,4002,1748,188668,1524804,26767,10566606,2387557,79114,528708,91804,46963,10,-99
98,6937,65776,1022,512236,114843,2199,19291,3641,1667,124145,1021429,17950,6867392,1578197,54147,366419,62477,32801,0,-90
99,7660,80096,1211,604804,145741,2764,24792,4299,2217,152582,902321,15899,9089811,1588769,48594,361071,62662,27689,0,-90
100,9192,76218,1254,652347,148581,2885,27073,4686,2291,192177,1481578,26598,10628832,2299110,84048,590225,97651,52326,0,-90
101,11474,99239,1685,789036,185015,3971,35447,6316,3199,222799,1825316,34622,11690435,2738596,123709,882588,136716,85270,0,-90
