,V1,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_8,pop_9,sbank_1,sbank_2,sbank_3,sbank_4,sbank_5,sbank_6,sbank_7,sbank_8,sbank_9,actions,rewards,policy
0,1,0,9448.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,-19,0.0
1,2,0,924.0,0.0,0.0,0.0,0.0,6.0,0.0,0,1616.0,94797.0,1364.0,307.0,1372.0,255.0,1.0,5.0,0.0,10,-19,1.0
2,3,56,3835.0,51.0,17.0,60.0,10.0,0.0,0.0,0,1190.0,70519.0,1014.0,235.0,1030.0,187.0,1.0,4.0,0.0,0,-10,0.0
3,4,70,5545.0,68.0,29.0,99.0,17.0,0.0,6.0,0,964.0,57226.0,804.0,195.0,845.0,157.0,1.0,4.0,1.0,10,-19,0.0
4,5,40,2769.0,39.0,14.0,53.0,8.0,6.0,0.0,0,834.0,50262.0,736.0,167.0,736.0,132.0,1.0,3.0,1.0,10,-19,0.0
5,6,34,2260.0,34.0,13.0,42.0,7.0,0.0,0.0,0,559.0,33103.0,479.0,107.0,485.0,87.0,1.0,1.0,1.0,10,-19,0.0
6,7,27,1535.0,24.0,9.0,30.0,6.0,0.0,6.0,0,356.0,21143.0,302.0,70.0,310.0,58.0,1.0,1.0,1.0,10,-19,0.0
7,8,18,992.0,16.0,7.0,22.0,6.0,0.0,6.0,0,229.0,13563.0,197.0,44.0,197.0,37.0,1.0,1.0,1.0,0,-10,0.0
8,9,23,1223.0,21.0,14.0,29.0,12.0,0.0,6.0,0,244.0,14731.0,218.0,48.0,215.0,40.0,1.0,1.0,1.0,10,-19,0.0
9,10,12,694.0,11.0,6.0,15.0,6.0,0.0,0.0,0,217.0,12637.0,183.0,45.0,176.0,34.0,1.0,1.0,1.0,10,-19,0.0
10,11,10,571.0,9.0,6.0,10.0,6.0,6.0,0.0,0,135.0,7970.0,118.0,27.0,112.0,21.0,1.0,1.0,1.0,0,-10,0.0
11,12,14,718.0,12.0,12.0,17.0,6.0,6.0,0.0,0,123.0,7359.0,103.0,27.0,108.0,22.0,1.0,1.0,1.0,10,-19,0.0
12,13,8,361.0,6.0,6.0,9.0,6.0,0.0,0.0,0,120.0,7007.0,96.0,23.0,104.0,22.0,1.0,1.0,1.0,0,0,0.0
13,14,14,533.0,12.0,12.0,17.0,6.0,0.0,0.0,0,135.0,8189.0,120.0,25.0,122.0,24.0,1.0,1.0,1.0,0,-10,0.0
14,15,19,675.0,17.0,17.0,23.0,11.0,0.0,0.0,0,261.0,16480.0,246.0,60.0,245.0,43.0,1.0,1.0,1.0,10,-19,0.0
15,16,12,715.0,13.0,7.0,15.0,6.0,0.0,0.0,0,192.0,12261.0,186.0,45.0,181.0,32.0,1.0,1.0,1.0,0,-10,0.0
16,17,16,994.0,18.0,14.0,24.0,12.0,0.0,0.0,0,176.0,11215.0,168.0,35.0,176.0,27.0,1.0,1.0,1.0,0,-10,0.0
17,18,20,1078.0,20.0,18.0,26.0,17.0,0.0,0.0,6,484.0,27922.0,418.0,1542.0,1180.0,69.0,24.0,19.0,3.0,0,-10,0.0
18,19,35,1828.0,33.0,87.0,75.0,22.0,6.0,6.0,6,847.0,50003.0,710.0,2468.0,1974.0,140.0,34.0,24.0,1.0,0,-10,0.0
19,20,56,3260.0,52.0,193.0,154.0,29.0,12.0,12.0,5,1281.0,75188.0,1305.0,3018.0,3343.0,235.0,45.0,32.0,2.0,0,-10,0.0
20,21,87,5215.0,89.0,295.0,268.0,40.0,17.0,17.0,11,2342.0,118813.0,2052.0,13567.0,6952.0,955.0,212.0,99.0,17.0,10,-19,0.0
21,22,86,5188.0,83.0,613.0,325.0,29.0,11.0,8.0,0,1729.0,87827.0,1485.0,12201.0,5072.0,621.0,197.0,73.0,12.0,0,-20,0.0
22,23,107,7124.0,104.0,1130.0,493.0,36.0,18.0,12.0,0,1617.0,81773.0,1296.0,14359.0,4950.0,474.0,225.0,78.0,9.0,10,-29,0.0
23,24,65,3883.0,57.0,740.0,263.0,19.0,10.0,6.0,0,1486.0,69972.0,1094.0,21342.0,4850.0,353.0,315.0,84.0,10.0,10,-29,0.0
24,25,55,3146.0,44.0,1022.0,240.0,14.0,12.0,8.0,0,999.0,45852.0,709.0,16636.0,2920.0,221.0,251.0,55.0,6.0,0,-20,0.0
25,26,66,3994.0,58.0,1692.0,322.0,18.0,21.0,12.0,0,1137.0,44448.0,678.0,26946.0,3614.0,215.0,408.0,86.0,9.0,0,-20,0.0
26,27,81,4268.0,62.0,2385.0,375.0,21.0,32.0,19.0,0,4254.0,116010.0,1900.0,165709.0,14255.0,519.0,2402.0,479.0,19.0,10,-29,0.0
27,28,153,4975.0,78.0,7375.0,649.0,17.0,82.0,20.0,6,3329.0,87700.0,1384.0,132969.0,11205.0,403.0,1942.0,392.0,19.0,0,-30,0.0
28,29,192,6993.0,99.0,12993.0,1027.0,26.0,121.0,28.0,12,3292.0,78378.0,1169.0,140079.0,10631.0,349.0,2064.0,392.0,15.0,10,-39,0.0
29,30,126,3737.0,53.0,7404.0,559.0,14.0,83.0,17.0,0,4561.0,67717.0,1004.0,243513.0,12192.0,318.0,3515.0,625.0,12.0,10,-39,0.0
30,31,163,3046.0,42.0,11437.0,590.0,14.0,127.0,26.0,0,3308.0,44652.0,669.0,183481.0,8372.0,212.0,2669.0,463.0,7.0,0,-30,0.0
31,32,194,3877.0,52.0,18861.0,847.0,18.0,174.0,37.0,0,4694.0,43413.0,624.0,278587.0,10205.0,225.0,4537.0,655.0,9.0,10,-39,0.0
32,33,173,2070.0,33.0,13941.0,525.0,10.0,166.0,28.0,0,6375.0,38724.0,559.0,412547.0,12213.0,215.0,6864.0,924.0,11.0,0,-30,0.0
33,34,301,2982.0,46.0,30939.0,951.0,17.0,337.0,54.0,6,9829.0,43354.0,618.0,661090.0,17751.0,255.0,10747.0,1538.0,17.0,0,-30,0.0
34,35,490,3639.0,55.0,53169.0,1453.0,22.0,567.0,90.0,6,36770.0,95008.0,1318.0,2529638.0,58236.0,672.0,40599.0,6075.0,48.0,10,-49,0.0
35,36,1257,4091.0,54.0,114554.0,2631.0,21.0,1369.0,228.0,6,31337.0,72226.0,1011.0,2162745.0,48329.0,522.0,34847.0,5057.0,38.0,10,-59,0.0
36,37,1133,3264.0,43.0,109233.0,2385.0,20.0,1263.0,201.0,6,20958.0,45523.0,630.0,1444476.0,31741.0,334.0,22944.0,3375.0,25.0,0,-50,0.0
37,38,1268,4057.0,53.0,135038.0,3300.0,27.0,1575.0,235.0,12,48285.0,50052.0,667.0,3379465.0,64459.0,528.0,53073.0,7826.0,51.0,10,-59,0.0
38,39,1700,2343.0,32.0,157478.0,3068.0,18.0,1863.0,300.0,6,38989.0,44453.0,598.0,2704263.0,60038.0,536.0,44306.0,6615.0,60.0,0,-50,0.0
39,40,2148,3400.0,46.0,221750.0,5113.0,31.0,2681.0,410.0,12,52601.0,51167.0,654.0,3657454.0,80603.0,698.0,60657.0,8825.0,91.0,0,-50,0.0
40,41,2890,4210.0,55.0,261857.0,7050.0,43.0,3634.0,549.0,17,104638.0,114785.0,1594.0,7160468.0,227102.0,2844.0,135734.0,19850.0,302.0,0,-60,0.0
41,42,5041,7379.0,99.0,444041.0,14867.0,106.0,6768.0,1040.0,28,137261.0,198820.0,3085.0,9196239.0,405365.0,5391.0,198660.0,29248.0,582.0,10,-69,0.0
42,43,4945,8553.0,120.0,439917.0,18920.0,149.0,7089.0,1137.0,21,91355.0,143100.0,2225.0,6071386.0,293735.0,3827.0,136349.0,19992.0,425.0,10,-69,0.0
43,44,3403,6510.0,91.0,310739.0,14816.0,113.0,5120.0,813.0,20,63503.0,90463.0,1395.0,4257679.0,193544.0,2429.0,92418.0,13753.0,272.0,10,-69,0.0
44,45,2362,4215.0,59.0,220551.0,9997.0,76.0,3492.0,564.0,14,47482.0,59518.0,905.0,3212987.0,136742.0,1651.0,66917.0,10087.0,195.0,0,-60,0.0
45,46,2774,5249.0,69.0,270461.0,13855.0,94.0,4459.0,679.0,21,99177.0,73966.0,1050.0,6907656.0,223256.0,2834.0,123947.0,18416.0,266.0,0,-60,0.0
46,47,4775,6223.0,82.0,421082.0,19023.0,133.0,6781.0,1046.0,27,133822.0,179290.0,3041.0,9044689.0,569537.0,8146.0,196239.0,30511.0,810.0,0,-60,0.0
47,48,6986,11305.0,162.0,618685.0,38506.0,295.0,10819.0,1710.0,52,157354.0,304148.0,5392.0,10287104.0,978674.0,14430.0,266888.0,42893.0,2084.0,10,-69,0.0
48,49,5772,13093.0,205.0,497440.0,45956.0,388.0,9690.0,1680.0,75,103772.0,217248.0,3864.0,6697140.0,712945.0,10835.0,185041.0,29861.0,1428.0,10,-69,0.0
49,50,3879,9891.0,156.0,342390.0,35950.0,310.0,6955.0,1211.0,58,71093.0,137010.0,2400.0,4622904.0,460706.0,6828.0,122531.0,19756.0,886.0,0,-60,0.0
50,51,4327,12229.0,172.0,400147.0,48143.0,369.0,8532.0,1387.0,72,114898.0,150609.0,2498.0,7750297.0,592818.0,8248.0,167640.0,27417.0,956.0,10,-69,0.0
51,52,4150,7049.0,107.0,368910.0,30010.0,240.0,6205.0,1100.0,40,78823.0,132859.0,2295.0,5232187.0,539619.0,7828.0,123263.0,21073.0,824.0,10,-69,0.0
52,53,2929,5947.0,91.0,268805.0,26557.0,221.0,4608.0,847.0,33,56408.0,88370.0,1549.0,3773337.0,363852.0,5122.0,85820.0,14723.0,548.0,10,-69,0.0
53,54,2093,4083.0,65.0,196289.0,18667.0,149.0,3229.0,598.0,24,43359.0,57728.0,1006.0,2931311.0,245877.0,3347.0,62738.0,10778.0,377.0,10,-69,0.0
54,55,1598,2688.0,44.0,152106.0,12666.0,102.0,2347.0,438.0,18,35624.0,39375.0,666.0,2446189.0,173449.0,2227.0,48816.0,8145.0,260.0,0,-50,0.0
55,56,1989,3407.0,52.0,199856.0,17577.0,124.0,3122.0,541.0,26,81055.0,50471.0,811.0,5672773.0,257201.0,3393.0,97718.0,15765.0,356.0,0,-60,0.0
56,57,3748,4144.0,64.0,339170.0,23032.0,162.0,5103.0,874.0,33,121476.0,123510.0,2417.0,8326901.0,690136.0,10145.0,164665.0,29051.0,1632.0,0,-60,0.0
57,58,6011,7688.0,125.0,545425.0,46538.0,366.0,8688.0,1552.0,82,147507.0,209473.0,4153.0,9867871.0,1204840.0,18150.0,224577.0,42012.0,2780.0,0,-60,0.0
58,59,8102,13606.0,227.0,704231.0,82556.0,696.0,12962.0,2409.0,154,168252.0,316714.0,6425.0,10796116.0,1897273.0,28802.0,301719.0,58666.0,4667.0,10,-79,0.0
59,60,6237,13798.0,245.0,524952.0,89604.0,787.0,11029.0,2307.0,168,110701.0,231471.0,4608.0,7008515.0,1293670.0,20309.0,210756.0,40421.0,3640.0,10,-79,0.0
60,61,4143,10525.0,184.0,358011.0,65948.0,581.0,7915.0,1639.0,136,75270.0,147611.0,2920.0,4818613.0,825563.0,12645.0,139290.0,26295.0,2220.0,0,-70,0.0
61,62,4600,13090.0,210.0,417529.0,81633.0,684.0,9706.0,1859.0,168,118061.0,163742.0,3236.0,7871111.0,1042607.0,15745.0,180756.0,34775.0,2688.0,10,-79,0.0
62,63,4280,7644.0,133.0,375170.0,52181.0,453.0,6741.0,1400.0,107,80607.0,143352.0,2753.0,5306162.0,798743.0,12759.0,133067.0,26085.0,2465.0,0,-60,0.0
63,64,4842,11023.0,175.0,459243.0,72855.0,608.0,8803.0,1727.0,158,120424.0,166044.0,3313.0,8131290.0,899739.0,14275.0,177800.0,33184.0,2645.0,0,-70,0.0
64,65,6592,13648.0,223.0,550882.0,81002.0,730.0,11234.0,2176.0,194,152376.0,358658.0,7178.0,9783559.0,1836968.0,32358.0,281873.0,56825.0,5438.0,0,-70,0.0
65,66,8659,23376.0,390.0,707876.0,127370.0,1279.0,16541.0,3328.0,310,178002.0,618521.0,11815.0,10805520.0,2391448.0,47228.0,399558.0,78173.0,9009.0,0,-70,0.0
66,67,10653,40532.0,651.0,817150.0,180437.0,2012.0,23920.0,4773.0,507,205576.0,946348.0,17538.0,11685898.0,2769529.0,62179.0,549814.0,100912.0,13081.0,10,-99,0.0
67,68,7705,41221.0,684.0,571513.0,136523.0,1741.0,20165.0,4034.0,468,136175.0,688486.0,12661.0,7580020.0,1810322.0,42857.0,383170.0,69109.0,9175.0,0,-80,0.0
68,69,8465,54198.0,835.0,669413.0,168569.0,2186.0,25882.0,4756.0,624,164966.0,656664.0,12241.0,9839897.0,1902704.0,42464.0,383711.0,70644.0,8464.0,0,-90,0.0
69,70,10074,54606.0,915.0,711991.0,174270.0,2384.0,28340.0,5236.0,674,205307.0,1332779.0,23914.0,11323774.0,2519823.0,72511.0,621467.0,106209.0,17297.0,10,-99,0.0
70,71,7636,57366.0,921.0,549197.0,124458.0,2033.0,22878.0,4267.0,614,135997.0,911187.0,16504.0,7372048.0,1670457.0,51067.0,440026.0,73896.0,12272.0,10,-99,0.0
71,72,5091,41727.0,663.0,375831.0,86035.0,1467.0,16521.0,2998.0,456,90744.0,563668.0,10148.0,5027283.0,1070144.0,31966.0,279115.0,47155.0,7857.0,10,-89,0.0
72,73,3394,26377.0,414.0,259027.0,55710.0,933.0,10650.0,1938.0,297,64068.0,363590.0,6510.0,3659296.0,727759.0,20400.0,179998.0,30834.0,5276.0,0,-70,0.0
73,74,3849,32455.0,462.0,311507.0,70994.0,1097.0,12802.0,2189.0,374,112988.0,404212.0,7116.0,7182177.0,967525.0,22059.0,214618.0,38020.0,5008.0,10,-79,0.0
74,75,4047,18888.0,294.0,336840.0,48070.0,652.0,8121.0,1547.0,198,78605.0,350332.0,6161.0,4901146.0,756605.0,17655.0,158001.0,28452.0,3824.0,0,-70,0.0
75,76,4655,27083.0,388.0,421322.0,68558.0,860.0,10535.0,1898.0,264,107937.0,385315.0,6643.0,6989769.0,843367.0,18760.0,187181.0,33093.0,4018.0,0,-70,0.0
76,77,6074,32434.0,465.0,486162.0,76330.0,1000.0,12631.0,2268.0,304,150872.0,834885.0,14621.0,9116648.0,1809860.0,39290.0,309497.0,58504.0,8617.0,0,-70,0.0
77,78,8336,52092.0,795.0,643239.0,123456.0,1631.0,18369.0,3450.0,486,184915.0,1428420.0,24667.0,10389493.0,2382924.0,58645.0,448846.0,81963.0,13851.0,0,-80,0.0
78,79,10689,85761.0,1337.0,771918.0,177974.0,2531.0,26794.0,4988.0,783,212637.0,1784824.0,31507.0,11333367.0,2760013.0,77253.0,615243.0,105524.0,19516.0,10,-99,0.0
79,80,7939,78324.0,1230.0,553300.0,135888.0,2166.0,22579.0,4218.0,701,139789.0,1173581.0,20906.0,7354159.0,1802367.0,53172.0,428403.0,72174.0,13494.0,10,-99,0.0
80,81,5236,54150.0,841.0,375301.0,93015.0,1530.0,16104.0,2938.0,500,93617.0,734540.0,13006.0,5050495.0,1166386.0,33449.0,273001.0,46074.0,8567.0,10,-89,0.0
81,82,3501,34346.0,525.0,259956.0,60615.0,978.0,10410.0,1896.0,324,65984.0,476070.0,8322.0,3681552.0,794902.0,21437.0,176595.0,30336.0,5710.0,10,-89,0.0
82,83,2450,22174.0,340.0,191637.0,40979.0,629.0,6726.0,1244.0,217,49553.0,311452.0,5404.0,2882298.0,545862.0,14049.0,118171.0,20441.0,3423.0,0,-70,0.0
83,84,2885,27542.0,382.0,239890.0,54573.0,747.0,8234.0,1429.0,262,103104.0,342587.0,5928.0,6720328.0,722915.0,15371.0,165028.0,28771.0,3769.0,0,-70,0.0
84,85,4963,30573.0,431.0,400473.0,63182.0,839.0,10435.0,1845.0,288,146131.0,862302.0,14714.0,8950418.0,1739991.0,36427.0,268106.0,52398.0,8487.0,10,-79,0.0
85,86,5231,36853.0,557.0,426671.0,80492.0,989.0,9700.0,2035.0,302,98451.0,638316.0,10866.0,5919742.0,1201861.0,26016.0,187797.0,36288.0,6381.0,10,-89,0.0
86,87,3653,28903.0,429.0,303089.0,61013.0,746.0,7045.0,1474.0,235,67943.0,398282.0,6733.0,4169582.0,755392.0,16340.0,124176.0,23679.0,3784.0,0,-70,0.0
87,88,4107,35673.0,481.0,358391.0,75770.0,882.0,8645.0,1677.0,286,114183.0,407743.0,6988.0,7465098.0,949908.0,17960.0,168679.0,32025.0,4135.0,10,-79,0.0
88,89,4111,19314.0,290.0,353031.0,47688.0,530.0,6252.0,1287.0,159,79409.0,362031.0,6289.0,5065281.0,746595.0,14854.0,123754.0,23984.0,3325.0,0,-70,0.0
89,90,4716,27827.0,391.0,436841.0,67805.0,714.0,8177.0,1590.0,223,115575.0,408482.0,6954.0,7559227.0,850316.0,16096.0,162833.0,30575.0,3731.0,0,-70,0.0
90,91,6358,33673.0,478.0,517004.0,76247.0,843.0,10354.0,2002.0,267,155434.0,867060.0,15107.0,9440724.0,1813251.0,35449.0,264649.0,54319.0,7785.0,0,-70,0.0
91,92,8630,53998.0,819.0,674636.0,123645.0,1433.0,15400.0,3137.0,434,187826.0,1447847.0,25066.0,10581708.0,2384207.0,53097.0,376874.0,74998.0,12120.0,10,-89,0.0
92,93,6926,62147.0,953.0,514022.0,114737.0,1460.0,13712.0,2963.0,431,124191.0,978656.0,17002.0,6902973.0,1581733.0,36363.0,262187.0,51271.0,8536.0,10,-89,0.0
93,94,4642,44874.0,678.0,352688.0,81204.0,1047.0,9846.0,2084.0,318,83688.0,608066.0,10518.0,4746729.0,1013684.0,22875.0,169659.0,33098.0,5099.0,0,-80,0.0
94,95,5127,52453.0,752.0,411408.0,98706.0,1234.0,11954.0,2353.0,384,126952.0,635493.0,10886.0,7851390.0,1291638.0,25598.0,205384.0,41213.0,5165.0,10,-89,0.0
95,96,4613,29674.0,451.0,373934.0,64327.0,752.0,7744.0,1673.0,205,87569.0,507664.0,8715.0,5296743.0,944445.0,19936.0,151407.0,30204.0,4493.0,10,-79,0.0
96,97,3250,22986.0,349.0,272007.0,47907.0,570.0,5670.0,1222.0,170,61741.0,329417.0,5598.0,3812454.0,617069.0,12956.0,103197.0,20240.0,2706.0,10,-79,0.0
97,98,2294,15291.0,231.0,198238.0,31949.0,379.0,3896.0,826.0,108,46660.0,212108.0,3603.0,2955720.0,418558.0,8199.0,73223.0,14300.0,1650.0,10,-69,0.0
98,99,1720,9886.0,150.0,153406.0,21588.0,241.0,2752.0,583.0,67,38012.0,138853.0,2326.0,2460581.0,290375.0,5312.0,55440.0,10645.0,1010.0,0,-60,0.0
99,100,2132,12279.0,170.0,201165.0,29733.0,287.0,3602.0,708.0,82,84033.0,157492.0,2726.0,5718464.0,401388.0,6294.0,103602.0,18243.0,1477.0,10,-69,0.0
100,101,2954,7325.0,115.0,264639.0,20068.0,188.0,3687.0,715.0,57,60132.0,136752.0,2344.0,4053378.0,363776.0,5876.0,76851.0,14431.0,1037.0,10,-69,0.0
101,102,2216,6127.0,92.0,209696.0,17895.0,168.0,2854.0,582.0,41,41249.0,89780.0,1528.0,2791716.0,243816.0,3766.0,52562.0,9627.0,644.0,10,-69,0.0
102,103,1535,4159.0,65.0,147963.0,12520.0,114.0,1980.0,393.0,27,34379.0,58427.0,963.0,2365710.0,167764.0,2450.0,42533.0,7335.0,413.0,10,-59,0.0
103,104,1259,2722.0,43.0,121268.0,8619.0,76.0,1571.0,301.0,20,29478.0,39460.0,642.0,2041084.0,119964.0,1642.0,35423.0,5837.0,258.0,10,-59,0.0
104,105,1071,1827.0,30.0,104011.0,6124.0,54.0,1304.0,237.0,13,23967.0,26710.0,417.0,1666824.0,85566.0,1109.0,28148.0,4517.0,167.0,0,-50,0.0
105,106,1337,2316.0,37.0,141285.0,8582.0,66.0,1771.0,298.0,19,51890.0,33515.0,470.0,3647688.0,130910.0,1415.0,58729.0,9415.0,184.0,0,-50,0.0
106,107,2435,2788.0,39.0,226073.0,11480.0,79.0,3001.0,507.0,23,103098.0,85685.0,1327.0,7154777.0,368658.0,4648.0,126442.0,20752.0,527.0,0,-60,0.0
107,108,4711,5274.0,74.0,433215.0,24251.0,173.0,6067.0,1044.0,41,134323.0,145064.0,2604.0,9181786.0,636993.0,8764.0,178187.0,29912.0,1493.0,10,-69,0.0
108,109,4820,6234.0,100.0,438372.0,29834.0,240.0,6356.0,1161.0,55,89206.0,103578.0,1835.0,6050604.0,460652.0,6134.0,122311.0,20714.0,998.0,0,-60,0.0
109,110,5395,8481.0,126.0,527059.0,44484.0,309.0,8189.0,1399.0,72,124726.0,103972.0,1734.0,8556556.0,496719.0,6488.0,161625.0,26251.0,886.0,10,-69,0.0
110,111,4564,4879.0,75.0,411038.0,25636.0,193.0,5982.0,1059.0,39,84342.0,90678.0,1593.0,5704917.0,467672.0,6558.0,118285.0,20210.0,786.0,10,-69,0.0
111,112,3142,4068.0,66.0,292594.0,22961.0,186.0,4416.0,812.0,31,59535.0,60567.0,1062.0,4048455.0,320196.0,4319.0,82534.0,14172.0,535.0,0,-60,0.0
112,113,3569,5216.0,79.0,347243.0,32399.0,228.0,5575.0,966.0,42,107441.0,70662.0,1160.0,7391503.0,400832.0,5311.0,135146.0,21883.0,602.0,10,-69,0.0
113,114,3843,3265.0,53.0,348932.0,20309.0,158.0,4889.0,868.0,28,73698.0,61163.0,1123.0,5018591.0,369900.0,5327.0,98654.0,16644.0,565.0,0,-60,0.0
114,115,4388,4709.0,78.0,432649.0,32426.0,239.0,6457.0,1088.0,44,107774.0,74645.0,1305.0,7421181.0,471627.0,6454.0,138121.0,23109.0,651.0,0,-60,0.0
115,116,5927,5971.0,98.0,509320.0,42384.0,313.0,8475.0,1448.0,56,141759.0,164317.0,3424.0,9354894.0,1148867.0,16641.0,227027.0,41282.0,2344.0,0,-60,0.0
116,117,7936,10518.0,189.0,666666.0,76118.0,622.0,12925.0,2334.0,119,166712.0,285180.0,6129.0,10530348.0,1981356.0,30766.0,321954.0,61372.0,4688.0,10,-79,0.0
117,118,6172,12260.0,237.0,511318.0,92626.0,827.0,11686.0,2397.0,164,110083.0,205098.0,4311.0,6872773.0,1342979.0,21405.0,223660.0,42041.0,3018.0,0,-70,0.0
118,119,6816,16741.0,290.0,604732.0,122283.0,1070.0,15058.0,2856.0,213,140062.0,197285.0,4206.0,9087173.0,1291240.0,20192.0,245349.0,44711.0,3108.0,10,-79,0.0
119,120,5189,9309.0,176.0,438684.0,66648.0,603.0,9332.0,1838.0,124,94992.0,171761.0,3486.0,6051628.0,945045.0,15933.0,180037.0,32894.0,2718.0,10,-79,0.0
120,121,3544,7702.0,139.0,309795.0,48128.0,458.0,6754.0,1332.0,103,66131.0,114004.0,2295.0,4257438.0,629181.0,10752.0,121492.0,22269.0,1682.0,0,-60,0.0
121,122,3992,9845.0,159.0,366088.0,62616.0,560.0,8374.0,1543.0,128,111578.0,124074.0,2400.0,7528493.0,794953.0,12902.0,166789.0,30572.0,2179.0,10,-79,0.0
122,123,4018,5791.0,102.0,356469.0,39957.0,373.0,6169.0,1226.0,85,76638.0,108592.0,2102.0,5101548.0,655992.0,11056.0,122070.0,23158.0,2141.0,10,-69,0.0
123,124,2843,4865.0,86.0,262231.0,32706.0,315.0,4562.0,933.0,81,54449.0,72343.0,1383.0,3647748.0,436247.0,7040.0,83907.0,15837.0,1312.0,0,-60,0.0
124,125,3249,6236.0,99.0,312798.0,45148.0,379.0,5717.0,1091.0,103,103662.0,82330.0,1490.0,7157560.0,544929.0,7867.0,136925.0,24290.0,1737.0,10,-69,0.0
125,126,3690,3816.0,64.0,335764.0,27712.0,229.0,4957.0,963.0,69,71520.0,72045.0,1410.0,4884782.0,508014.0,7451.0,100159.0,19023.0,1279.0,10,-69,0.0
126,127,2648,3226.0,55.0,251322.0,24934.0,210.0,3734.0,767.0,52,50331.0,48182.0,950.0,3437822.0,342332.0,4846.0,68993.0,13174.0,819.0,0,-60,0.0
127,128,3010,4146.0,70.0,297600.0,34945.0,260.0,4688.0,906.0,65,100601.0,58139.0,1037.0,7034039.0,425346.0,5746.0,125117.0,21342.0,756.0,10,-69,0.0
128,129,3573,2671.0,47.0,328923.0,21605.0,172.0,4477.0,842.0,34,69465.0,50681.0,983.0,4812841.0,395307.0,5698.0,91302.0,16399.0,693.0,10,-69,0.0
129,130,2572,2269.0,43.0,247706.0,19404.0,162.0,3402.0,662.0,30,48659.0,34429.0,667.0,3365996.0,268014.0,3722.0,63293.0,11556.0,451.0,0,-60,0.0
130,131,2919,2934.0,53.0,292469.0,27267.0,198.0,4283.0,788.0,39,99827.0,44983.0,787.0,6992071.0,344932.0,4622.0,120768.0,19740.0,495.0,10,-69,0.0
131,132,3539,2039.0,37.0,326603.0,17412.0,137.0,4299.0,777.0,23,68887.0,38539.0,741.0,4788174.0,318122.0,4683.0,88209.0,15108.0,464.0,10,-69,0.0
132,133,2550,1728.0,34.0,246469.0,15623.0,133.0,3282.0,609.0,20,48098.0,25846.0,486.0,3341565.0,216006.0,3038.0,60911.0,10259.0,312.0,0,-60,0.0
133,134,2887,2218.0,41.0,290720.0,21958.0,163.0,4130.0,715.0,27,99616.0,36148.0,555.0,6977642.0,289548.0,3799.0,118787.0,18509.0,374.0,0,-60,0.0
134,135,4850,2824.0,46.0,430778.0,27342.0,197.0,6399.0,1072.0,34,133450.0,88133.0,1819.0,9087823.0,817070.0,11628.0,190106.0,33204.0,1756.0,10,-69,0.0
135,136,4803,3738.0,70.0,434562.0,37646.0,311.0,6774.0,1283.0,60,88982.0,65195.0,1383.0,6000128.0,617838.0,9073.0,131833.0,23690.0,1234.0,0,-60,0.0
136,137,5379,5223.0,93.0,522696.0,56875.0,431.0,8784.0,1572.0,87,123992.0,67689.0,1322.0,8517992.0,621405.0,8658.0,168966.0,28319.0,1056.0,10,-69,0.0
137,138,4539,3150.0,58.0,409194.0,32182.0,255.0,6279.0,1149.0,44,83775.0,58787.0,1257.0,5674244.0,555845.0,8011.0,123372.0,21956.0,940.0,0,-60,0.0
138,139,5085,4528.0,85.0,494299.0,49746.0,367.0,8182.0,1439.0,65,121912.0,75204.0,1539.0,8361190.0,713024.0,10150.0,169815.0,29728.0,1712.0,0,-60,0.0
139,140,6778,5876.0,110.0,575238.0,60844.0,482.0,10582.0,1887.0,99,152511.0,166577.0,4044.0,9945550.0,1728032.0,26146.0,270221.0,52895.0,4208.0,10,-69,0.0
140,141,5604,7121.0,159.0,480851.0,79765.0,697.0,9778.0,2058.0,148,101074.0,123516.0,2893.0,6504079.0,1193401.0,18661.0,189160.0,36498.0,2718.0,10,-79,0.0
141,142,3772,5590.0,116.0,332692.0,60568.0,533.0,7094.0,1480.0,107,69443.0,78994.0,1804.0,4514772.0,750288.0,11447.0,125042.0,23722.0,1657.0,10,-79,0.0
142,143,2590,3677.0,74.0,233425.0,39107.0,338.0,4748.0,974.0,67,50838.0,52855.0,1183.0,3361892.0,508472.0,7483.0,86582.0,16422.0,1056.0,0,-60,0.0
143,144,3002,4617.0,88.0,284177.0,51739.0,403.0,5918.0,1133.0,83,101837.0,69271.0,1457.0,7001799.0,694297.0,10066.0,140111.0,25655.0,1769.0,0,-60,0.0
144,145,4985,5645.0,108.0,430783.0,60405.0,499.0,8200.0,1561.0,113,136838.0,171233.0,4190.0,9120129.0,1715634.0,27082.0,225496.0,47938.0,4203.0,0,-60,0.0
145,146,7205,10591.0,215.0,626283.0,110721.0,1003.0,12708.0,2639.0,217,160121.0,285417.0,6569.0,10350261.0,2306179.0,39310.0,311586.0,65443.0,6354.0,10,-79,0.0
146,147,5884,12278.0,254.0,500689.0,110269.0,1076.0,11331.0,2574.0,230,105601.0,202967.0,4535.0,6735812.0,1527287.0,26907.0,216139.0,44681.0,4600.0,0,-70,0.0
