,V1,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_8,pop_9,sbank_1,sbank_2,sbank_3,sbank_4,sbank_5,sbank_6,sbank_7,sbank_8,sbank_9,actions,rewards,policy
1451,52,4688,14501.0,220.0,408377.0,47892.0,421.0,6470.0,1332.0,84,87229.0,263783.0,4504.0,5666331.0,730926.0,11849.0,127295.0,24515.0,1562.0,0,-60,0.0
1452,53,5276,20544.0,282.0,493505.0,66848.0,567.0,8435.0,1638.0,114,126052.0,304322.0,5272.0,8352590.0,898186.0,14378.0,173131.0,32432.0,2211.0,0,-70,0.0
1453,54,7018,25229.0,350.0,574532.0,77761.0,708.0,10852.0,2097.0,148,160872.0,653447.0,11611.0,9936544.0,1842919.0,32520.0,274869.0,55789.0,5112.0,0,-70,0.0
1454,55,9189,42073.0,625.0,725317.0,126097.0,1270.0,16065.0,3246.0,270,189722.0,1126732.0,19586.0,10893041.0,2395003.0,47673.0,388372.0,76551.0,7582.0,0,-80,0.0
1455,56,11346,68783.0,1059.0,828840.0,179865.0,2018.0,23234.0,4660.0,432,220915.0,1607075.0,27803.0,11820974.0,2776201.0,62815.0,535368.0,99230.0,11094.0,0,-80,0.0
1456,57,13763,101094.0,1596.0,915053.0,225868.0,2867.0,32383.0,6341.0,651,247965.0,1892501.0,33573.0,12466298.0,3036527.0,83659.0,739952.0,128264.0,16525.0,10,-99,0.0
1457,58,9365,83787.0,1323.0,610992.0,151922.0,2354.0,27110.0,5150.0,590,163002.0,1242336.0,22275.0,8030874.0,2002853.0,58598.0,510370.0,88289.0,11882.0,10,-99,0.0
1458,59,6117,57400.0,896.0,409323.0,103408.0,1684.0,19207.0,3597.0,440,107441.0,779168.0,14101.0,5433511.0,1300005.0,36797.0,322112.0,56320.0,7666.0,10,-89,0.0
1459,60,4024,36424.0,573.0,279222.0,67532.0,1072.0,12300.0,2315.0,290,74140.0,504570.0,9021.0,3903791.0,884100.0,23510.0,206358.0,36447.0,4632.0,10,-89,0.0
1460,61,2760,23510.0,369.0,202767.0,45587.0,689.0,7875.0,1501.0,179,54218.0,330006.0,5864.0,3010467.0,606379.0,15332.0,136427.0,24505.0,2825.0,0,-70,0.0
1461,62,3194,29197.0,418.0,251710.0,59904.0,821.0,9570.0,1718.0,215,106150.0,362753.0,6312.0,6795015.0,797874.0,16669.0,179917.0,32258.0,2840.0,10,-79,0.0
1462,63,3772,16966.0,260.0,315048.0,39841.0,490.0,6703.0,1300.0,115,74452.0,314623.0,5579.0,4676366.0,657711.0,14026.0,132284.0,24252.0,2516.0,0,-60,0.0
1463,64,4374,24322.0,345.0,400115.0,59160.0,667.0,8760.0,1610.0,163,96958.0,345897.0,6043.0,6254790.0,750690.0,14965.0,154514.0,28395.0,2626.0,0,-70,0.0
1464,65,5555,29307.0,419.0,445876.0,67420.0,787.0,10454.0,1934.0,198,142939.0,752846.0,13235.0,8686362.0,1755107.0,34071.0,266974.0,53215.0,6074.0,0,-70,0.0
1465,66,7790,47542.0,718.0,602049.0,116049.0,1360.0,15539.0,3059.0,333,178139.0,1314781.0,22742.0,10122997.0,2346905.0,51216.0,389197.0,74946.0,9976.0,10,-89,0.0
1466,67,6537,56331.0,867.0,489846.0,112462.0,1408.0,14133.0,2956.0,352,118349.0,901215.0,15589.0,6622975.0,1557891.0,35168.0,269894.0,51212.0,6720.0,10,-89,0.0
1467,68,4418,41235.0,622.0,338643.0,79930.0,1013.0,10138.0,2081.0,253,79978.0,560603.0,9639.0,4581178.0,996859.0,22080.0,174609.0,33052.0,4041.0,0,-80,0.0
1468,69,4894,48791.0,690.0,396284.0,97224.0,1193.0,12305.0,2351.0,304,124223.0,584608.0,10140.0,7748549.0,1268808.0,25018.0,208875.0,41028.0,4548.0,10,-89,0.0
1469,70,4504,27378.0,420.0,368492.0,63222.0,734.0,7890.0,1667.0,181,85699.0,478398.0,8268.0,5236078.0,931401.0,19470.0,153829.0,30235.0,3549.0,10,-79,0.0
1470,71,3183,21600.0,333.0,268955.0,47223.0,561.0,5760.0,1222.0,136,60733.0,311886.0,5314.0,3771695.0,608640.0,12670.0,104532.0,20143.0,2173.0,0,-70,0.0
1471,72,3629,27266.0,379.0,321942.0,61246.0,672.0,7174.0,1408.0,168,109501.0,318782.0,5484.0,7232682.0,765867.0,14003.0,153423.0,28426.0,2441.0,10,-79,0.0
1472,73,3915,15048.0,229.0,339900.0,38575.0,410.0,5625.0,1137.0,98,76274.0,280257.0,4982.0,4929867.0,640060.0,11810.0,112386.0,21518.0,2304.0,10,-69,0.0
1473,74,2823,12553.0,200.0,253575.0,31857.0,336.0,4196.0,866.0,87,53490.0,184905.0,3246.0,3481227.0,425700.0,7515.0,76766.0,14770.0,1401.0,10,-69,0.0
1474,75,1986,8548.0,134.0,182516.0,21923.0,221.0,2896.0,602.0,58,41813.0,119004.0,2064.0,2763158.0,287609.0,4783.0,57445.0,10913.0,875.0,10,-69,0.0
1475,76,1540,5542.0,87.0,143003.0,14832.0,143.0,2145.0,443.0,37,34934.0,78820.0,1333.0,2349407.0,202133.0,3150.0,45725.0,8178.0,549.0,0,-50,0.0
1476,77,1940,6920.0,99.0,190936.0,20537.0,174.0,2892.0,544.0,47,77399.0,92361.0,1483.0,5345215.0,289494.0,4181.0,91126.0,15306.0,532.0,10,-69,0.0
1477,78,2714,4273.0,65.0,247803.0,14382.0,122.0,3217.0,593.0,27,56089.0,79398.0,1314.0,3837698.0,260623.0,3535.0,68370.0,11889.0,459.0,0,-60,0.0
1478,79,3223,6139.0,91.0,324109.0,22965.0,170.0,4363.0,763.0,40,74732.0,89613.0,1475.0,5153007.0,316560.0,4488.0,90082.0,15432.0,485.0,0,-60,0.0
1479,80,4197,7478.0,112.0,367603.0,29696.0,219.0,5617.0,987.0,46,120905.0,201013.0,3696.0,8033966.0,816943.0,12033.0,173520.0,31252.0,1878.0,10,-69,0.0
1480,81,4348,8629.0,144.0,382787.0,37885.0,324.0,6164.0,1205.0,65,82108.0,151032.0,2817.0,5391895.0,625548.0,9475.0,122719.0,22676.0,1331.0,10,-69,0.0
1481,82,3045,6831.0,115.0,276796.0,31272.0,268.0,4584.0,915.0,54,58357.0,95960.0,1767.0,3866572.0,402763.0,5926.0,84470.0,15443.0,821.0,0,-60,0.0
1482,83,3479,8505.0,129.0,330501.0,42494.0,318.0,5747.0,1071.0,66,106313.0,107101.0,1873.0,7286354.0,513534.0,7058.0,136835.0,23286.0,800.0,0,-60,0.0
1483,84,5392,9556.0,146.0,462007.0,47874.0,367.0,7981.0,1446.0,69,142022.0,280768.0,5598.0,9304460.0,1533303.0,23614.0,220576.0,45505.0,3540.0,0,-60,0.0
1484,85,7614,17554.0,287.0,647786.0,95528.0,831.0,12402.0,2487.0,164,167561.0,481437.0,9619.0,10494039.0,2205106.0,36099.0,305718.0,63757.0,5314.0,0,-70,0.0
1485,86,9703,31263.0,516.0,776927.0,154890.0,1446.0,18101.0,3743.0,292,188916.0,707936.0,13420.0,11213448.0,2596355.0,46515.0,413408.0,80742.0,7151.0,10,-89,0.0
1486,87,7062,30928.0,518.0,548093.0,126728.0,1298.0,15162.0,3215.0,257,125044.0,516475.0,9695.0,7284170.0,1700680.0,31869.0,289156.0,55093.0,5067.0,10,-89,0.0
1487,88,4687,23483.0,387.0,371796.0,87621.0,919.0,10861.0,2242.0,191,84517.0,328206.0,6111.0,4998239.0,1098231.0,20434.0,187355.0,35615.0,3114.0,10,-79,0.0
1488,89,3154,15279.0,251.0,257420.0,57085.0,595.0,7126.0,1463.0,123,60046.0,212761.0,3952.0,3648231.0,747634.0,13776.0,124586.0,23846.0,1971.0,0,-70,0.0
1489,90,3597,18898.0,284.0,310190.0,72681.0,721.0,8704.0,1673.0,151,108852.0,239849.0,4554.0,7175360.0,987870.0,16951.0,170214.0,32718.0,2542.0,10,-79,0.0
1490,91,3892,11171.0,189.0,336450.0,49091.0,486.0,6305.0,1314.0,100,75525.0,207826.0,3815.0,4896794.0,767468.0,13467.0,124623.0,24497.0,2360.0,10,-69,0.0
1491,92,2798,9311.0,153.0,251904.0,38557.0,384.0,4660.0,988.0,87,52687.0,136224.0,2475.0,3443549.0,503348.0,8499.0,84625.0,16474.0,1442.0,0,-60,0.0
1492,93,3166,11837.0,172.0,298177.0,51608.0,460.0,5807.0,1146.0,111,103343.0,144737.0,2524.0,7039320.0,631371.0,9904.0,137286.0,24990.0,1897.0,10,-69,0.0
1493,94,3675,6790.0,108.0,329196.0,31979.0,292.0,4975.0,991.0,74,71619.0,127404.0,2284.0,4816715.0,560979.0,8787.0,100354.0,19608.0,1416.0,10,-69,0.0
1494,95,2650,5705.0,91.0,247895.0,27698.0,249.0,3743.0,788.0,58,50055.0,84246.0,1521.0,3369866.0,375638.0,5704.0,68565.0,13466.0,888.0,0,-60,0.0
1495,96,3002,7289.0,107.0,292746.0,38577.0,301.0,4680.0,928.0,72,101195.0,92956.0,1596.0,6995299.0,466955.0,6483.0,124748.0,21912.0,852.0,0,-60,0.0
1496,97,4967,8247.0,125.0,432479.0,44265.0,346.0,6932.0,1317.0,76,136943.0,240617.0,4805.0,9105448.0,1375900.0,20990.0,201555.0,42101.0,3405.0,10,-69,0.0
1497,98,4930,10254.0,187.0,435425.0,63091.0,555.0,7195.0,1623.0,120,91117.0,179946.0,3545.0,6011280.0,990671.0,15225.0,140234.0,29362.0,2280.0,10,-79,0.0
1498,99,3389,8139.0,144.0,307754.0,49919.0,436.0,5255.0,1187.0,88,63560.0,113422.0,2214.0,4222098.0,624405.0,9390.0,94972.0,19488.0,1383.0,0,-60,0.0
1499,100,3826,10096.0,162.0,363314.0,63592.0,512.0,6526.0,1366.0,110,109778.0,125673.0,2377.0,7494699.0,780229.0,11400.0,145471.0,28163.0,2016.0,0,-70,0.0
1500,101,5698,11281.0,179.0,484434.0,70141.0,594.0,8744.0,1786.0,135,145142.0,329697.0,6547.0,9426218.0,1769334.0,29496.0,236218.0,51129.0,5081.0,0,-70,0.0
1501,102,7894,20653.0,342.0,662947.0,118388.0,1123.0,13412.0,2894.0,258,170531.0,565034.0,10943.0,10562124.0,2343514.0,43628.0,329166.0,69928.0,7538.0,0,-70,0.0
1502,103,9964,36738.0,591.0,786957.0,173761.0,1827.0,19553.0,4215.0,426,192835.0,830930.0,15381.0,11262048.0,2680124.0,56202.0,445370.0,89248.0,10267.0,10,-89,0.0
1503,104,7217,36309.0,597.0,550943.0,132076.0,1574.0,16341.0,3564.0,367,128122.0,606687.0,11020.0,7321109.0,1753235.0,38701.0,311201.0,60841.0,7528.0,10,-89,0.0
1504,105,4797,27580.0,439.0,373619.0,90462.0,1113.0,11701.0,2476.0,279,86628.0,385115.0,6964.0,5024098.0,1136013.0,24427.0,201147.0,39369.0,4534.0,10,-79,0.0
1505,106,3234,17931.0,283.0,258691.0,59023.0,716.0,7653.0,1614.0,175,61381.0,249054.0,4519.0,3664763.0,774038.0,16116.0,132992.0,26385.0,2784.0,10,-79,0.0
1506,107,2279,11602.0,188.0,190807.0,39900.0,470.0,5049.0,1081.0,111,46683.0,163372.0,2959.0,2872449.0,532074.0,10917.0,91496.0,18095.0,1739.0,10,-69,0.0
1507,108,1720,7596.0,127.0,148869.0,27356.0,320.0,3455.0,740.0,72,37927.0,108122.0,1947.0,2412801.0,366260.0,6979.0,66497.0,13033.0,1092.0,10,-69,0.0
1508,109,1390,5018.0,81.0,123607.0,18824.0,205.0,2491.0,530.0,47,30768.0,71699.0,1288.0,2013839.0,252421.0,4488.0,49113.0,9554.0,700.0,10,-69,0.0
1509,110,1128,3325.0,55.0,103169.0,12970.0,132.0,1835.0,389.0,30,24611.0,47493.0,835.0,1654243.0,174815.0,2884.0,36727.0,6860.0,437.0,0,-50,0.0
1510,111,1388,4164.0,66.0,140055.0,17891.0,160.0,2396.0,466.0,39,53202.0,56056.0,963.0,3688929.0,241068.0,3751.0,66762.0,11390.0,434.0,0,-50,0.0
1511,112,2508,4836.0,76.0,227369.0,22541.0,196.0,3653.0,676.0,44,105062.0,144793.0,2774.0,7184438.0,693515.0,10509.0,139272.0,26037.0,1695.0,0,-60,0.0
1512,113,4818,8992.0,146.0,435447.0,46227.0,396.0,6911.0,1335.0,88,137719.0,248042.0,4869.0,9205520.0,1220545.0,19079.0,197388.0,39109.0,3416.0,10,-69,0.0
1513,114,4941,10650.0,186.0,439522.0,57144.0,515.0,7069.0,1513.0,120,91471.0,177073.0,3444.0,6065613.0,882177.0,13814.0,135520.0,27418.0,2253.0,10,-79,0.0
1514,115,3405,8062.0,141.0,310428.0,44518.0,395.0,5089.0,1109.0,89,63762.0,111807.0,2166.0,4254902.0,566441.0,8626.0,92430.0,18333.0,1373.0,10,-69,0.0
1515,116,2369,5212.0,93.0,220401.0,29398.0,253.0,3489.0,750.0,57,47824.0,73629.0,1422.0,3211945.0,384460.0,5625.0,67034.0,13072.0,881.0,0,-60,0.0
1516,117,2786,6488.0,105.0,270333.0,39959.0,300.0,4458.0,889.0,71,100164.0,90355.0,1638.0,6906813.0,533703.0,7217.0,124040.0,22368.0,1508.0,10,-69,0.0
1517,118,3540,4152.0,71.0,321454.0,26715.0,211.0,4424.0,875.0,58,69499.0,77876.0,1471.0,4739978.0,483451.0,6952.0,90052.0,17238.0,1130.0,0,-60,0.0
1518,119,4091,5997.0,100.0,406210.0,42601.0,312.0,5867.0,1112.0,79,94497.0,90048.0,1660.0,6476642.0,578710.0,8673.0,118655.0,21914.0,1082.0,0,-60,0.0
1519,120,5323,7402.0,123.0,457900.0,51781.0,411.0,7471.0,1417.0,87,133973.0,202969.0,4312.0,8808919.0,1463835.0,22369.0,208765.0,43368.0,3534.0,10,-69,0.0
1520,121,4867,8701.0,167.0,422826.0,67597.0,598.0,7486.0,1676.0,123,89843.0,152105.0,3171.0,5841963.0,1041114.0,15910.0,146878.0,30524.0,2362.0,0,-70,0.0
1521,122,5453,12158.0,212.0,509249.0,93888.0,784.0,9758.0,2038.0,166,125922.0,148505.0,2938.0,8453392.0,985782.0,14676.0,182948.0,34849.0,2469.0,0,-70,0.0
1522,123,7120,13555.0,234.0,585875.0,95664.0,845.0,11972.0,2400.0,192,157463.0,367264.0,7309.0,9994422.0,1892071.0,34361.0,293599.0,59401.0,6060.0,10,-79,0.0
1523,124,5798,15747.0,280.0,483517.0,89869.0,937.0,10671.0,2338.0,214,105047.0,277890.0,5386.0,6568523.0,1292671.0,24792.0,207955.0,41383.0,4432.0,0,-70,0.0
1524,125,6435,22120.0,354.0,575132.0,118440.0,1223.0,13869.0,2804.0,296,137223.0,262189.0,5126.0,8920036.0,1227403.0,22838.0,233765.0,44464.0,3869.0,10,-79,0.0
1525,126,5061,12372.0,214.0,429810.0,63637.0,683.0,8843.0,1831.0,155,92626.0,224208.0,4186.0,5917899.0,906620.0,18093.0,170268.0,32568.0,3173.0,0,-70,0.0
1526,127,5649,17499.0,269.0,516688.0,84063.0,892.0,11403.0,2209.0,212,129798.0,259811.0,4915.0,8539312.0,1079328.0,20651.0,211347.0,40112.0,3863.0,10,-79,0.0
1527,128,4751,11859.0,196.0,409768.0,54141.0,600.0,7897.0,1622.0,149,87936.0,211069.0,3917.0,5695597.0,821811.0,16183.0,153770.0,29511.0,3186.0,0,-70,0.0
1528,129,5334,16657.0,251.0,495863.0,75032.0,793.0,10245.0,1980.0,208,125644.0,229602.0,4313.0,8360480.0,933924.0,17610.0,194836.0,35893.0,3158.0,10,-79,0.0
1529,130,4588,10590.0,174.0,400807.0,47154.0,513.0,7252.0,1451.0,126,85482.0,190256.0,3480.0,5589547.0,738004.0,13884.0,141967.0,26795.0,2724.0,10,-79,0.0
1530,131,3184,8568.0,138.0,286810.0,37046.0,398.0,5318.0,1082.0,103,60365.0,125114.0,2268.0,3980838.0,490987.0,9354.0,97157.0,18135.0,1680.0,0,-60,0.0
1531,132,3615,10875.0,158.0,341034.0,50168.0,489.0,6640.0,1259.0,128,107901.0,135493.0,2426.0,7357432.0,615292.0,10218.0,147211.0,25947.0,2028.0,0,-60,0.0
1532,133,5519,12180.0,178.0,469519.0,56168.0,555.0,8874.0,1647.0,149,143160.0,349432.0,6751.0,9325554.0,1673087.0,28714.0,238053.0,49002.0,5017.0,10,-79,0.0
1533,134,5178,14922.0,258.0,447250.0,76887.0,769.0,8570.0,1899.0,178,95388.0,261307.0,4928.0,6142511.0,1162337.0,20238.0,166496.0,34242.0,3790.0,0,-70,0.0
1534,135,5786,20886.0,326.0,536107.0,105133.0,1002.0,11115.0,2299.0,250,129646.0,242960.0,4633.0,8609527.0,1061794.0,17975.0,197874.0,37350.0,3375.0,0,-70,0.0
1535,136,7417,22809.0,361.0,603323.0,104829.0,1057.0,13297.0,2639.0,275,163367.0,604967.0,11267.0,10099634.0,1939236.0,39150.0,319396.0,63457.0,7703.0,10,-79,0.0
1536,137,6019,25980.0,430.0,489133.0,92713.0,1076.0,11632.0,2502.0,277,109109.0,459143.0,8479.0,6623618.0,1321940.0,28207.0,226469.0,44585.0,5406.0,0,-70,0.0
1537,138,6684,36524.0,541.0,580753.0,121398.0,1395.0,15114.0,3015.0,369,140478.0,425651.0,7790.0,8942244.0,1263727.0,25777.0,249123.0,46958.0,5108.0,0,-80,0.0
1538,139,8281,37772.0,592.0,637135.0,122335.0,1492.0,17473.0,3394.0,406,177992.0,1040500.0,18208.0,10341248.0,2065483.0,50323.0,399675.0,75401.0,10667.0,10,-89,0.0
1539,140,6576,44425.0,693.0,501790.0,99841.0,1396.0,14636.0,3001.0,380,119022.0,742728.0,12948.0,6793625.0,1401687.0,35916.0,284440.0,52927.0,7761.0,0,-80,0.0
1540,141,7300,58263.0,846.0,595411.0,129090.0,1799.0,19008.0,3598.0,517,148471.0,650620.0,11330.0,9085010.0,1367898.0,32910.0,297936.0,54384.0,7188.0,10,-99,0.0
1541,142,5507,30846.0,473.0,438189.0,70592.0,987.0,11407.0,2254.0,275,100673.0,516555.0,9062.0,6019168.0,990826.0,25207.0,217305.0,39352.0,5740.0,0,-70,0.0
1542,143,6146,41805.0,589.0,525898.0,92014.0,1268.0,14633.0,2693.0,377,137084.0,569688.0,9978.0,8613476.0,1159469.0,27082.0,254521.0,45721.0,6085.0,0,-80,0.0
1543,144,7860,45559.0,697.0,599415.0,102211.0,1454.0,17372.0,3178.0,439,177379.0,1276706.0,21660.0,10167342.0,2019366.0,51042.0,403790.0,73462.0,11169.0,10,-89,0.0
1544,145,6520,54439.0,826.0,492019.0,96237.0,1412.0,14773.0,2913.0,399,117865.0,877885.0,14989.0,6645735.0,1366818.0,35675.0,285104.0,51254.0,8013.0,0,-80,0.0
1545,146,7224,68782.0,995.0,583421.0,125472.0,1804.0,19111.0,3489.0,536,147135.0,752554.0,12977.0,8977962.0,1322325.0,32462.0,297623.0,52697.0,7249.0,0,-90,0.0
1546,147,8797,65174.0,1026.0,639570.0,126868.0,1906.0,21539.0,3876.0,581,185538.0,1384960.0,24187.0,10382792.0,2115464.0,60506.0,478063.0,83356.0,14488.0,0,-90,0.0
1547,148,11011,89837.0,1462.0,772523.0,164533.0,2743.0,29468.0,5310.0,858,218789.0,1765087.0,32062.0,11569859.0,2632869.0,90365.0,712403.0,117616.0,23810.0,0,-90,0.0
1548,149,13386,118592.0,1994.0,880114.0,211640.0,4068.0,40764.0,7419.0,1359,245951.0,1996907.0,38251.0,12325233.0,2972078.0,119722.0,959384.0,152245.0,34400.0,0,-90,0.0
1549,150,15830,142273.0,2547.0,963173.0,253291.0,5677.0,54902.0,9976.0,2034,269937.0,2144388.0,43793.0,12761629.0,3216421.0,157904.0,1105426.0,192500.0,49350.0,10,-99,0.0
1550,151,10278,97176.0,1769.0,626870.0,162099.0,4479.0,40955.0,7778.0,1769,177351.0,1414218.0,29467.0,8201693.0,2139344.0,109984.0,725985.0,132213.0,35215.0,10,-99,0.0
1551,152,6668,65494.0,1187.0,417984.0,110397.0,3166.0,27535.0,5387.0,1300,116179.0,893612.0,18509.0,5539484.0,1394121.0,68331.0,451765.0,83057.0,21761.0,0,-90,0.0
1552,153,7249,73923.0,1324.0,482717.0,132481.0,3702.0,32668.0,5988.0,1590,150265.0,946449.0,18585.0,8367416.0,1764552.0,63385.0,429144.0,80785.0,19568.0,0,-90,0.0
1553,154,8908,75106.0,1418.0,571840.0,149000.0,3811.0,32708.0,6292.0,1628,188081.0,1505835.0,28780.0,10077000.0,2388507.0,104917.0,725496.0,121162.0,38694.0,10,-99,0.0
1554,155,6963,66032.0,1134.0,486271.0,116690.0,2978.0,26610.0,4900.0,1384,124512.0,1012697.0,19400.0,6604709.0,1584524.0,74362.0,498810.0,83968.0,28199.0,10,-99,0.0
1555,156,4660,46589.0,782.0,337530.0,81495.0,2138.0,18789.0,3422.0,1036,83997.0,628957.0,12110.0,4570826.0,1012981.0,46464.0,313183.0,52893.0,17616.0,0,-90,0.0
1556,157,5155,54152.0,875.0,395324.0,98910.0,2511.0,22473.0,3809.0,1280,126683.0,657860.0,12264.0,7713662.0,1286988.0,43245.0,316212.0,55926.0,15460.0,10,-99,0.0
1557,158,4609,30691.0,509.0,366908.0,64145.0,1302.0,12298.0,2321.0,612,87369.0,521335.0,9510.0,5215162.0,943435.0,32308.0,234462.0,40764.0,12231.0,10,-99,0.0
1558,159,3244,23629.0,385.0,267918.0,47842.0,928.0,8801.0,1660.0,453,61643.0,337888.0,6083.0,3758425.0,616314.0,20665.0,155244.0,26697.0,7782.0,0,-70,0.0
1559,160,3691,29684.0,433.0,320783.0,61948.0,1108.0,10818.0,1888.0,564,110328.0,347051.0,6130.0,7223999.0,775695.0,20470.0,193503.0,33301.0,6937.0,10,-89,0.0
1560,161,3947,16386.0,257.0,339424.0,39058.0,611.0,7261.0,1349.0,275,76946.0,304862.0,5478.0,4925056.0,645854.0,16819.0,142225.0,25196.0,5504.0,10,-79,0.0
1561,162,2849,13657.0,219.0,253332.0,32163.0,480.0,5325.0,1017.0,205,53782.0,200467.0,3556.0,3475655.0,429062.0,10949.0,95532.0,16904.0,3257.0,10,-69,0.0
1562,163,1998,9270.0,147.0,182259.0,22103.0,320.0,3618.0,691.0,129,41936.0,129349.0,2270.0,2759953.0,290513.0,6795.0,68744.0,12096.0,1934.0,0,-60,0.0
1563,164,2404,11484.0,166.0,228983.0,30137.0,374.0,4602.0,822.0,156,96352.0,146609.0,2420.0,6642508.0,410898.0,7669.0,125656.0,20982.0,2062.0,0,-60,0.0
1564,165,4480,13002.0,182.0,392618.0,37983.0,420.0,6920.0,1219.0,167,134742.0,371331.0,6654.0,8896598.0,1137259.0,20465.0,200016.0,38263.0,4943.0,0,-60,0.0
1565,166,6844,23479.0,349.0,599750.0,73191.0,788.0,11035.0,2091.0,276,161336.0,639250.0,11694.0,10207061.0,1975058.0,35856.0,273088.0,56298.0,8479.0,10,-79,0.0
1566,167,5889,27490.0,448.0,492702.0,92145.0,974.0,9914.0,2199.0,301,106638.0,455156.0,8150.0,6649104.0,1336367.0,24476.0,189293.0,38532.0,5774.0,10,-79,0.0
1567,168,3981,20730.0,330.0,339918.0,68127.0,706.0,7113.0,1565.0,216,72800.0,285457.0,5100.0,4594260.0,847190.0,15630.0,124964.0,25059.0,3434.0,0,-70,0.0
1568,169,4433,25556.0,367.0,397506.0,83853.0,837.0,8716.0,1776.0,261,117447.0,302079.0,5545.0,7730754.0,1071625.0,18410.0,169526.0,33881.0,4011.0,10,-79,0.0
1569,170,4240,14229.0,232.0,367836.0,53609.0,533.0,6282.0,1363.0,155,81048.0,266563.0,4941.0,5221143.0,816129.0,14936.0,124320.0,25108.0,3202.0,10,-79,0.0
1570,171,3007,11936.0,198.0,268247.0,41156.0,427.0,4649.0,1015.0,121,57828.0,175953.0,3223.0,3764321.0,536824.0,10012.0,86450.0,17141.0,1938.0,10,-69,0.0
1571,172,2144,8129.0,134.0,195857.0,27744.0,292.0,3255.0,698.0,80,44458.0,113181.0,2040.0,2926416.0,363730.0,6386.0,62958.0,12398.0,1194.0,0,-60,0.0
1572,173,2563,10064.0,150.0,244147.0,37776.0,346.0,4177.0,836.0,96,98340.0,130391.0,2263.0,6740550.0,503202.0,8088.0,120632.0,21623.0,1686.0,10,-69,0.0
1573,174,3464,6052.0,96.0,312045.0,25198.0,235.0,4287.0,846.0,64,68671.0,113224.0,1998.0,4644143.0,456206.0,7336.0,87654.0,16625.0,1241.0,0,-60,0.0
1574,175,4021,8721.0,128.0,397122.0,40184.0,338.0,5700.0,1074.0,90,90037.0,128335.0,2228.0,6154948.0,545967.0,8743.0,112841.0,20947.0,1702.0,0,-60,0.0
1575,176,5131,10674.0,160.0,440355.0,49233.0,432.0,7180.0,1361.0,115,131972.0,283736.0,5449.0,8621389.0,1384944.0,22431.0,203307.0,41564.0,3825.0,0,-60,0.0
1576,177,7192,18404.0,294.0,596165.0,89958.0,838.0,11296.0,2293.0,207,162240.0,494159.0,9520.0,10079366.0,2121404.0,35976.0,293391.0,60808.0,6044.0,10,-79,0.0
1577,178,5962,21259.0,365.0,487601.0,100125.0,979.0,10608.0,2372.0,215,107646.0,355148.0,6662.0,6595728.0,1423832.0,24534.0,203281.0,41599.0,4411.0,0,-70,0.0
1578,179,6615,29015.0,445.0,579191.0,130232.0,1243.0,13671.0,2827.0,297,138642.0,332559.0,6295.0,8905578.0,1392838.0,23890.0,228032.0,44563.0,4025.0,0,-70,0.0
1579,180,8168,30962.0,483.0,633933.0,132038.0,1350.0,15840.0,3196.0,322,177599.0,841488.0,15062.0,10529650.0,2154252.0,46876.0,373820.0,72603.0,8891.0,10,-79,0.0
1580,181,6555,36044.0,573.0,509657.0,104608.0,1295.0,13646.0,2879.0,320,118997.0,627269.0,11102.0,6903376.0,1447515.0,33291.0,264843.0,50694.0,6700.0,0,-80,0.0
1581,182,7289,49334.0,712.0,605125.0,133940.0,1667.0,17708.0,3451.0,442,147980.0,569057.0,10039.0,9151155.0,1414385.0,31131.0,281372.0,52678.0,6538.0,10,-89,0.0
1582,183,5492,26913.0,415.0,441606.0,73003.0,929.0,10747.0,2180.0,249,100356.0,469494.0,8186.0,6057385.0,1016962.0,23610.0,205135.0,38231.0,5333.0,0,-70,0.0
1583,184,6125,37298.0,526.0,529486.0,94620.0,1189.0,13797.0,2606.0,347,136449.0,524707.0,8997.0,8635334.0,1184810.0,25799.0,243842.0,45361.0,5208.0,0,-80,0.0
1584,185,7827,41987.0,618.0,601841.0,104662.0,1378.0,16502.0,3113.0,393,175751.0,1153133.0,19506.0,10178974.0,2033116.0,48945.0,386578.0,72338.0,10126.0,0,-80,0.0
1585,186,10153,69427.0,1054.0,748344.0,149688.0,2118.0,23444.0,4459.0,591,204836.0,1613058.0,27850.0,11126130.0,2532283.0,71411.0,557031.0,98654.0,16173.0,10,-99,0.0
1586,187,7616,70107.0,1070.0,542325.0,123445.0,1984.0,20347.0,3929.0,574,135405.0,1074689.0,18585.0,7257725.0,1676694.0,49337.0,388429.0,67877.0,11544.0,0,-90,0.0
1587,188,8403,84360.0,1255.0,639416.0,155240.0,2507.0,26217.0,4662.0,777,161160.0,960363.0,16671.0,9371915.0,1712279.0,45441.0,380522.0,67872.0,10270.0,0,-90,0.0
1588,189,9892,80524.0,1310.0,679271.0,159036.0,2648.0,28370.0,5079.0,826,201346.0,1517707.0,27519.0,10985286.0,2404277.0,78085.0,621994.0,104250.0,20732.0,10,-99,0.0
1589,190,7488,66874.0,1082.0,532241.0,117964.0,2198.0,22891.0,4186.0,738,133308.0,1020372.0,18667.0,7177115.0,1603868.0,55534.0,440583.0,72867.0,14828.0,0,-90,0.0
1590,191,8252,80729.0,1273.0,630203.0,148783.0,2804.0,29603.0,4988.0,994,159251.0,898412.0,16490.0,9334745.0,1595444.0,50471.0,425254.0,71338.0,13296.0,10,-99,0.0
