bio10_5,bio10_prMay,lat,lon,lambda,N
-0.875430999,0.183958516,2754880.134,2150535.591,0.78171436,0
-0.833956233,-0.111929008,2754880.134,2153535.591,0.781715081,0
-1.020386359,0.850001895,2754880.134,2156535.591,0.781714287,0
-1.025912481,0.482035541,2754880.134,2159535.591,0.78171429,0
-1.221821426,1.285547276,2754880.134,2162535.591,0.781714286,0
-1.086537004,0.092939897,2754880.134,2165535.591,0.781714307,0
-1.070191428,-0.191920623,2754880.134,2168535.591,0.781714415,0
-1.179728539,0.657526653,2754880.134,2171535.591,0.781714287,0
-1.564056594,2.233451255,2754880.134,2174535.591,0.781714286,0
-1.336438358,0.673387703,2754880.134,2177535.591,0.781714287,0
-1.257424466,0.41544772,2754880.134,2180535.591,0.781714287,0
-1.291463241,0.756347511,2754880.134,2183535.591,0.781714287,0
-1.301941002,0.519818271,2754880.134,2186535.591,0.781714287,0
-1.361356675,0.779517608,2754880.134,2189535.591,0.781714286,0
-1.372899482,0.504437417,2754880.134,2192535.591,0.781714287,0
-1.382410532,0.462707171,2754880.134,2195535.591,0.781714287,0
-1.458786485,0.77265932,2754880.134,2198535.591,0.781714286,0
-1.513336465,0.621810862,2754880.134,2201535.591,0.781714286,0
-1.555623953,0.440942339,2754880.134,2204535.591,0.781714286,0
-1.639151829,0.818606323,2754880.134,2207535.591,0.781714286,0
-1.710263637,0.913456451,2754880.134,2210535.591,0.781714286,0
-1.816779176,1.346152269,2754880.134,2213535.591,0.781714286,0
-1.984835697,2.102863355,2754880.134,2216535.591,0.781714287,0
-2.097247263,2.083875564,2754880.134,2219535.591,0.781714287,0
-2.131620716,1.48653959,2754880.134,2222535.591,0.781714286,0
-2.128665894,0.954558043,2754880.134,2225535.591,0.781714286,0
-2.218392455,1.248485737,2754880.134,2228535.591,0.781714286,0
-2.341851954,1.544629983,2754880.134,2231535.591,0.781714287,0
-2.380856783,1.305445295,2754880.134,2234535.591,0.781714286,0
-2.493734183,1.584465914,2754880.134,2237535.591,0.781714287,0
-2.584843925,1.54788271,2754880.134,2240535.591,0.781714287,0
-2.683191584,1.604640703,2754880.134,2243535.591,0.781714288,0
-2.719889728,1.558469738,2754880.134,2246535.591,0.781714287,0
-1.097179886,0.358932038,2751880.134,1949535.591,0.78171429,0
-0.917301698,-0.861582545,2751880.134,1952535.591,0.781773474,0
-1.032748762,-0.050160757,2751880.134,1955535.591,0.781714359,0
-1.318428812,0.777437072,2751880.134,1958535.591,0.781714286,0
-2.126099984,1.803408917,2751880.134,1961535.591,0.781714286,0
-2.00634561,0.571066968,2751880.134,1964535.591,0.781714286,0
-1.696634162,-0.470931231,2751880.134,1967535.591,0.781714289,0
-1.361679414,-1.083778481,2751880.134,1970535.591,0.781717521,0
-1.412713674,-0.463311331,2751880.134,1973535.591,0.781714319,0
-1.166554735,-0.984064178,2751880.134,1976535.591,0.781725063,0
-0.862746052,-1.643146869,2751880.134,1979535.591,0.790177599,0
-0.880480945,-1.021822857,2751880.134,1982535.591,0.781961874,0
-0.848881696,-0.952095759,2751880.134,1985535.591,0.781931082,0
-0.735679038,-1.157076642,2751880.134,1988535.591,0.783661687,0
-0.719304047,-1.165395306,2751880.134,1991535.591,0.783857502,0
-0.618587174,-1.444483767,2751880.134,1994535.591,0.798889643,0
-0.566689798,-0.971116518,2751880.134,1997535.591,0.784220196,0
-0.938972913,0.40930767,2751880.134,2000535.591,0.781714297,0
-1.113908021,0.921321116,2751880.134,2003535.591,0.781714287,0
-0.894938711,-0.60560767,2751880.134,2006535.591,0.781727338,0
-0.727438781,-0.468929145,2751880.134,2009535.591,0.781743594,0
-0.56093431,-1.17458524,2751880.134,2012535.591,0.789285224,0
-0.305407362,-0.876580601,2751880.134,2015535.591,0.793506253,0
-0.722959888,0.886635026,2751880.134,2018535.591,0.781714292,0
-1.083860648,1.287728646,2751880.134,2021535.591,0.781714287,0
-0.885355008,-0.380268935,2751880.134,2024535.591,0.781717112,0
-0.643894182,-1.240996571,2751880.134,2027535.591,0.788001434,0
-0.587773226,-0.705609595,2751880.134,2030535.591,0.782194356,0
-0.678272245,0.161377605,2751880.134,2033535.591,0.781714905,0
-0.785104869,0.995135551,2751880.134,2036535.591,0.781714288,0
-0.888942378,1.294419456,2751880.134,2039535.591,0.781714287,0
-0.948367054,1.024343571,2751880.134,2042535.591,0.781714287,0
-0.725892755,-0.144722088,2751880.134,2045535.591,0.781717325,0
-0.485837233,-0.418680777,2751880.134,2048535.591,0.781922326,0
-0.251918652,-0.463987029,2751880.134,2051535.591,0.783865252,0
-0.110139468,-0.629668706,2751880.134,2054535.591,0.796878287,0
-0.11313605,-0.220502723,2751880.134,2057535.591,0.783501171,0
-0.155966629,0.085216061,2751880.134,2060535.591,0.781901076,0
-0.062583334,-0.462410151,2751880.134,2063535.591,0.791901737,0
-0.140419523,0.477533476,2751880.134,2066535.591,0.781729608,0
-0.17755906,0.378160222,2751880.134,2069535.591,0.781735491,0
-0.192116206,0.510583726,2751880.134,2072535.591,0.781721438,0
-0.164188084,0.014486191,2751880.134,2075535.591,0.781995825,0
-0.156784655,-0.225910831,2751880.134,2078535.591,0.783057335,0
-0.219089919,0.027492206,2751880.134,2081535.591,0.781864507,0
-0.324536897,0.110900557,2751880.134,2084535.591,0.781741877,0
-0.340736307,0.411805048,2751880.134,2087535.591,0.781717041,0
-0.178396207,-0.334371382,2751880.134,2090535.591,0.783731538,0
-0.069940404,-0.68861062,2751880.134,2093535.591,0.807917848,0
-0.061407679,-0.821771217,2751880.134,2096535.591,0.824577244,0
-0.053120863,-0.821723377,2751880.134,2099535.591,0.826996454,0
-0.057798955,-0.906983136,2751880.134,2102535.591,0.838651414,0
-0.065373897,-0.924618796,2751880.134,2105535.591,0.843094378,0
-0.169420957,-0.289340697,2751880.134,2108535.591,0.783172961,0
-0.133645321,-0.831654727,2751880.134,2111535.591,0.810783563,0
-0.17176302,-0.609421589,2751880.134,2114535.591,0.790442398,0
-0.215969905,-0.616909279,2751880.134,2117535.591,0.788121097,0
-0.193081362,-1.11635578,2751880.134,2120535.591,0.84187538,0
-0.231826977,-0.952235769,2751880.134,2123535.591,0.808057654,0
-0.266048104,-0.954386618,2751880.134,2126535.591,0.803917542,0
-0.293086361,-1.02440665,2751880.134,2129535.591,0.808322386,0
-0.357819114,-0.813031274,2751880.134,2132535.591,0.788233024,0
-0.467392312,-0.41323525,2751880.134,2135535.591,0.781941386,0
-0.522424404,-0.516579732,2751880.134,2138535.591,0.782003484,0
-0.622060479,-0.30511481,2751880.134,2141535.591,0.781744052,0
-0.699478986,-0.495916003,2751880.134,2144535.591,0.781760575,0
-0.899347757,-0.037453368,2751880.134,2147535.591,0.781714522,0
-0.895630824,-0.205107319,2751880.134,2150535.591,0.781715132,0
-0.866703587,-0.204818804,2751880.134,2153535.591,0.781715509,0
-1.079795591,0.947340722,2751880.134,2156535.591,0.781714287,0
-1.032551762,0.398553385,2751880.134,2159535.591,0.781714292,0
-1.314261732,1.727632276,2751880.134,2162535.591,0.781714286,0
-1.170062746,0.61993995,2751880.134,2165535.591,0.781714287,0
-1.408299119,1.322204582,2751880.134,2168535.591,0.781714286,0
-1.2609748,0.507000748,2751880.134,2171535.591,0.781714287,0
-1.434137057,1.779787227,2751880.134,2174535.591,0.781714286,0
-1.41610522,1.113780179,2751880.134,2177535.591,0.781714286,0
-1.33726303,0.405771563,2751880.134,2180535.591,0.781714287,0
-1.352033237,0.326436933,2751880.134,2183535.591,0.781714287,0
-1.382803031,0.379225037,2751880.134,2186535.591,0.781714287,0
-1.454305918,0.789607537,2751880.134,2189535.591,0.781714286,0
-1.501189436,0.980864875,2751880.134,2192535.591,0.781714286,0
-1.5052049,0.672918288,2751880.134,2195535.591,0.781714286,0
-1.587106558,1.03819737,2751880.134,2198535.591,0.781714286,0
-1.664634423,1.072817107,2751880.134,2201535.591,0.781714286,0
-1.701970478,0.785287736,2751880.134,2204535.591,0.781714286,0
-1.751186703,0.917453442,2751880.134,2207535.591,0.781714286,0
-1.809816225,1.240701085,2751880.134,2210535.591,0.781714286,0
-1.856758083,0.797346281,2751880.134,2213535.591,0.781714286,0
-1.975087799,1.482984586,2751880.134,2216535.591,0.781714286,0
-2.092294595,1.621591187,2751880.134,2219535.591,0.781714286,0
-2.09997929,0.981015558,2751880.134,2222535.591,0.781714286,0
-2.195119246,0.959973,2751880.134,2225535.591,0.781714286,0
-2.370871074,1.646428683,2751880.134,2231535.591,0.781714286,0
-2.512127566,1.236209665,2751880.134,2237535.591,0.781714286,0
-2.590616466,1.366709873,2751880.134,2240535.591,0.781714287,0
-2.693962307,1.59950686,2751880.134,2243535.591,0.781714287,0
-0.998339524,-0.570494553,2748880.134,1949535.591,0.781718112,0
-0.882037924,-1.182060556,2748880.134,1952535.591,0.782422222,0
-0.837619923,-1.135424567,2748880.134,1955535.591,0.782523511,0
-1.131280756,-0.029986718,2748880.134,1958535.591,0.781714316,0
-1.703172031,1.168404706,2748880.134,1961535.591,0.781714286,0
-1.999832881,1.142228357,2748880.134,1964535.591,0.781714286,0
-2.036679185,1.297350293,2748880.134,1967535.591,0.781714286,0
-1.886359866,0.438277716,2748880.134,1970535.591,0.781714286,0
-1.31032865,-0.89088764,2748880.134,1973535.591,0.781715695,0
-1.10871525,-1.018388443,2748880.134,1976535.591,0.781740532,0
-1.189531624,-0.317994966,2748880.134,1979535.591,0.781714387,0
-0.989012608,-1.001378791,2748880.134,1982535.591,0.78178876,0
-0.829657531,-1.166361347,2748880.134,1985535.591,0.782570488,0
-1.008737878,0.076783824,2748880.134,1988535.591,0.781714326,0
-0.8718241,-0.574803943,2748880.134,1991535.591,0.781727991,0
-0.669882284,-1.284313692,2748880.134,1994535.591,0.788123787,0
-0.626335444,-0.658090307,2748880.134,1997535.591,0.78199694,0
-0.965644515,0.40674811,2748880.134,2000535.591,0.781714296,0
-1.044139617,1.075517186,2748880.134,2003535.591,0.781714287,0
-0.925070324,0.277160236,2748880.134,2006535.591,0.781714311,0
-0.677085334,-0.847436828,2748880.134,2009535.591,0.782243908,0
-0.502874299,-1.26806092,2748880.134,2012535.591,0.799256751,0
-0.268393185,-1.259621846,2748880.134,2015535.591,0.844035983,0
-0.694020733,0.562394898,2748880.134,2018535.591,0.781714325,0
-1.132107795,1.693905079,2748880.134,2021535.591,0.781714286,0
-1.445843798,1.323614316,2748880.134,2024535.591,0.781714286,0
-0.874505278,-0.482693081,2748880.134,2027535.591,0.781721495,0
-0.586031718,-0.995611216,2748880.134,2030535.591,0.784383783,0
-0.61983311,-0.086193277,2748880.134,2033535.591,0.78171997,0
-0.812344253,1.249455611,2748880.134,2036535.591,0.781714287,0
-0.834703724,1.269551534,2748880.134,2039535.591,0.781714287,0
-1.035117287,2.017810398,2748880.134,2042535.591,0.781714286,0
-0.790362178,0.378954034,2748880.134,2045535.591,0.781714337,0
-0.36260053,-0.692699602,2748880.134,2048535.591,0.784781629,0
-0.285469567,-0.375305666,2748880.134,2051535.591,0.782669377,0
-0.13497685,-0.639719207,2748880.134,2054535.591,0.795816021,0
-0.25612475,0.338266405,2748880.134,2057535.591,0.781726115,0
-0.135999795,-0.366201009,2748880.134,2060535.591,0.785067191,0
-0.15116159,0.003826711,2748880.134,2063535.591,0.782058656,0
-0.139512156,0.101493039,2748880.134,2066535.591,0.781899372,0
-0.18547934,0.556542253,2748880.134,2069535.591,0.781719698,0
-0.088802048,-0.120962061,2748880.134,2072535.591,0.78294345,0
-0.138194955,-0.015254432,2748880.134,2075535.591,0.782131253,0
-0.246808576,0.212662308,2748880.134,2078535.591,0.781746324,0
-0.426471997,0.914123881,2748880.134,2081535.591,0.781714329,0
-0.353517931,0.367444573,2748880.134,2084535.591,0.781717909,0
-0.154860751,-0.480913357,2748880.134,2087535.591,0.787060867,0
-0.058914259,-0.868729577,2748880.134,2090535.591,0.832926253,0
-0.102535047,-0.389143094,2748880.134,2093535.591,0.786928897,0
-0.094897778,-0.663380162,2748880.134,2096535.591,0.80174067,0
-0.074962074,-1.048075764,2748880.134,2099535.591,0.860698184,0
-0.064225998,-1.041063003,2748880.134,2102535.591,0.863220722,0
-0.101815801,-0.956018577,2748880.134,2105535.591,0.837006869,0
-0.144921666,-0.72263197,2748880.134,2108535.591,0.799465656,0
-0.144661396,-0.97559291,2748880.134,2111535.591,0.831052949,0
-0.182009839,-0.875352604,2748880.134,2114535.591,0.809153351,0
-0.2271307,-0.763421562,2748880.134,2117535.591,0.793460231,0
-0.272622549,-0.822371599,2748880.134,2120535.591,0.793979396,0
-0.273958835,-1.024508257,2748880.134,2123535.591,0.80978486,0
-0.323770659,-0.981756022,2748880.134,2126535.591,0.799440467,0
-0.357867878,-0.907952874,2748880.134,2129535.591,0.791352431,0
-0.424798201,-0.730566767,2748880.134,2132535.591,0.78399186,0
-0.516041444,-0.442815218,2748880.134,2135535.591,0.781901114,0
-0.593314191,-0.331766152,2748880.134,2138535.591,0.781757279,0
-0.667643047,-0.286695496,2748880.134,2141535.591,0.781729033,0
-0.89622321,0.150951506,2748880.134,2144535.591,0.78171436,0
-1.108599532,0.545483374,2748880.134,2147535.591,0.781714288,0
-0.869609867,-0.559717628,2748880.134,2150535.591,0.781726776,0
-0.994596892,0.332725838,2748880.134,2153535.591,0.781714298,0
-1.007693991,0.452844784,2748880.134,2156535.591,0.781714292,0
-1.032466212,0.378529744,2748880.134,2159535.591,0.781714293,0
-1.150821761,0.790325359,2748880.134,2162535.591,0.781714287,0
-1.174313227,0.324253714,2748880.134,2165535.591,0.78171429,0
-1.304591309,1.103427331,2748880.134,2168535.591,0.781714286,0
-1.263750548,0.471752592,2748880.134,2171535.591,0.781714287,0
-1.33435682,0.894230109,2748880.134,2174535.591,0.781714286,0
-1.400297876,1.297745567,2748880.134,2177535.591,0.781714286,0
-1.480081182,1.552798816,2748880.134,2180535.591,0.781714286,0
-1.512945938,1.28617266,2748880.134,2183535.591,0.781714286,0
-1.51231462,1.233841852,2748880.134,2186535.591,0.781714286,0
-1.59632657,1.569099093,2748880.134,2189535.591,0.781714286,0
-1.598187176,1.285408072,2748880.134,2192535.591,0.781714286,0
-1.614707363,1.123046084,2748880.134,2195535.591,0.781714286,0
-1.678093361,1.306141138,2748880.134,2198535.591,0.781714286,0
-1.770533834,1.539652865,2748880.134,2201535.591,0.781714286,0
-1.868054569,1.807764189,2748880.134,2204535.591,0.781714286,0
-1.840094763,1.194103954,2748880.134,2207535.591,0.781714286,0
-1.852664712,1.002053397,2748880.134,2210535.591,0.781714286,0
-1.966138486,1.307519324,2748880.134,2213535.591,0.781714286,0
-2.002110141,0.727470076,2748880.134,2216535.591,0.781714286,0
-2.098115558,1.109830181,2748880.134,2219535.591,0.781714286,0
-2.197548945,1.301378123,2748880.134,2222535.591,0.781714286,0
-2.296739494,1.559036579,2748880.134,2225535.591,0.781714286,0
-2.329684953,1.063028745,2748880.134,2228535.591,0.781714286,0
-2.548227615,1.398643899,2748880.134,2237535.591,0.781714286,0
-1.140219176,-0.583417032,2745880.134,1949535.591,0.781715068,0
-1.182967991,-0.561258872,2745880.134,1952535.591,0.781714861,0
-1.06603607,-1.026037021,2745880.134,1955535.591,0.781755104,0
-1.172435102,-0.808981531,2745880.134,1958535.591,0.781717349,0
-0.913384661,-1.251055935,2745880.134,1961535.591,0.782402777,0
-1.283997658,-0.208078994,2745880.134,1964535.591,0.781714307,0
-1.687574504,0.858795122,2745880.134,1967535.591,0.781714286,0
-1.437275602,0.270579825,2745880.134,1970535.591,0.781714287,0
-1.406338293,0.542472815,2745880.134,1973535.591,0.781714287,0
-1.231447376,0.150328295,2745880.134,1976535.591,0.781714291,0
-1.081016153,-0.225295761,2745880.134,1979535.591,0.781714434,0
-1.052480023,-0.179874066,2745880.134,1982535.591,0.781714432,0
-0.966089001,-0.177060638,2745880.134,1985535.591,0.78171461,0
-0.87709285,-0.166694482,2745880.134,1988535.591,0.781715072,0
-0.805884214,-0.538375605,2745880.134,1991535.591,0.781734633,0
-0.68939244,-1.184313134,2745880.134,1994535.591,0.784954638,14
-0.598242239,-1.053654933,2745880.134,1997535.591,0.785060649,0
-0.634687047,-0.787322835,2745880.134,2000535.591,0.782236857,0
-0.626873508,-0.414705024,2745880.134,2003535.591,0.781769658,0
-0.814386632,0.614542678,2745880.134,2006535.591,0.781714296,0
-0.903328645,0.50727195,2745880.134,2009535.591,0.781714295,0
-0.815170974,0.039233368,2745880.134,2012535.591,0.781714641,0
-0.435515003,-0.9663584,2745880.134,2015535.591,0.788748,0
-0.709958881,0.599514648,2745880.134,2018535.591,0.781714313,0
-0.849363651,1.104051507,2745880.134,2021535.591,0.781714287,0
-0.995881656,1.195691533,2745880.134,2024535.591,0.781714287,0
-0.812974785,-0.054866929,2745880.134,2027535.591,0.781715003,0
-0.557234044,-0.955158814,2745880.134,2030535.591,0.784580238,0
-0.523016351,-0.482078103,2745880.134,2033535.591,0.781937351,0
-0.68694883,0.811453657,2745880.134,2036535.591,0.781714296,0
-0.773532788,1.160096967,2745880.134,2039535.591,0.781714288,0
-0.842259305,1.079926203,2745880.134,2042535.591,0.781714287,0
-0.545851803,-0.184318577,2745880.134,2045535.591,0.781739418,0
-0.446287433,-0.258957791,2745880.134,2048535.591,0.781827007,0
-0.290238529,-0.575803944,2745880.134,2051535.591,0.78472487,0
-0.318471341,0.287064734,2745880.134,2054535.591,0.781723468,0
-0.316252904,0.368711051,2745880.134,2057535.591,0.781719638,0
-0.219680436,0.056144508,2745880.134,2060535.591,0.781841105,0
-0.20058163,0.121565793,2745880.134,2063535.591,0.781808985,0
-0.112189632,-0.175085805,2745880.134,2066535.591,0.783064173,0
-0.022194171,-0.262226537,2745880.134,2069535.591,0.786464471,0
-0.240111593,0.73007242,2745880.134,2072535.591,0.78171519,0
-0.25858303,0.67650973,2745880.134,2075535.591,0.781715333,0
-0.460323995,1.361844779,2745880.134,2078535.591,0.781714289,0
-0.305639918,0.262850848,2745880.134,2081535.591,0.781726538,0
-0.133057632,-0.683139469,2745880.134,2084535.591,0.79939267,0
-0.096064955,-0.818733843,2745880.134,2087535.591,0.817185125,0
-0.08256422,-0.846070849,2745880.134,2090535.591,0.823899517,0
-0.079659321,-0.696521122,2745880.134,2093535.591,0.807092954,0
-0.18434434,0.019035743,2745880.134,2096535.591,0.78195048,0
-0.164718667,-0.489418803,2745880.134,2099535.591,0.786658695,0
-0.15993801,-0.668698767,2745880.134,2102535.591,0.793959706,0
-0.200674759,-0.667203151,2745880.134,2105535.591,0.791218819,0
-0.18352677,-0.857309758,2745880.134,2108535.591,0.806602167,0
-0.175553657,-1.058652311,2745880.134,2111535.591,0.837900871,0
-0.220944875,-0.938292393,2745880.134,2114535.591,0.810398644,0
-0.281765212,-0.649295825,2745880.134,2117535.591,0.786105879,0
-0.319021284,-0.859129456,2745880.134,2120535.591,0.79143757,0
-0.342182183,-0.908989401,2745880.134,2123535.591,0.792699218,0
-0.378144071,-0.98694563,2745880.134,2126535.591,0.795198224,0
-0.420997163,-0.844070554,2745880.134,2129535.591,0.786110431,0
-0.499236025,-0.649437894,2745880.134,2132535.591,0.782506455,0
-0.567983484,-0.515672289,2745880.134,2135535.591,0.781894328,0
-0.642463739,-0.339964504,2745880.134,2138535.591,0.781743452,0
-0.714930201,-0.488740951,2745880.134,2141535.591,0.781752443,0
-1.024723896,0.406768861,2745880.134,2144535.591,0.781714292,0
-1.186653452,0.636280141,2745880.134,2147535.591,0.781714287,0
-0.884478571,-0.539759852,2745880.134,2150535.591,0.781723101,0
-0.988335441,0.01414953,2745880.134,2153535.591,0.781714372,0
-0.968226026,-0.348442353,2745880.134,2156535.591,0.781715473,0
-1.041908916,-0.005325489,2745880.134,2159535.591,0.781714341,0
-1.193801465,0.474333882,2745880.134,2162535.591,0.781714288,0
-1.22603909,0.288861935,2745880.134,2165535.591,0.781714289,0
-1.328212121,1.026041931,2745880.134,2168535.591,0.781714286,0
-1.355216759,0.781379391,2745880.134,2171535.591,0.781714286,0
-1.361620179,0.810622304,2745880.134,2174535.591,0.781714286,0
-1.407046521,0.917167505,2745880.134,2177535.591,0.781714286,0
-1.435845917,1.086377377,2745880.134,2180535.591,0.781714286,0
-1.568874731,1.598906886,2745880.134,2183535.591,0.781714286,0
-1.527912906,1.031750626,2745880.134,2186535.591,0.781714286,0
-1.599759647,1.442544856,2745880.134,2189535.591,0.781714286,0
-1.616305186,1.21744313,2745880.134,2192535.591,0.781714286,0
-1.66531711,1.180330999,2745880.134,2195535.591,0.781714286,0
-1.764581574,1.58327248,2745880.134,2198535.591,0.781714286,0
-1.830791969,1.787989297,2745880.134,2201535.591,0.781714286,0
-1.905755268,1.903588971,2745880.134,2204535.591,0.781714286,0
-1.892787045,1.093446231,2745880.134,2207535.591,0.781714286,0
-1.914241358,0.752356334,2745880.134,2210535.591,0.781714286,0
-2.053636762,1.504879643,2745880.134,2213535.591,0.781714286,0
-2.130892906,1.517734526,2745880.134,2216535.591,0.781714286,0
-2.195754204,1.303172957,2745880.134,2219535.591,0.781714286,0
-2.264661524,1.453221669,2745880.134,2222535.591,0.781714286,0
-2.320876708,1.355357407,2745880.134,2225535.591,0.781714286,0
-2.40984696,1.393663602,2745880.134,2228535.591,0.781714287,0
-1.4128747,-0.732467222,2742880.134,1952535.591,0.781714455,0
-1.594334011,0.097525364,2742880.134,1955535.591,0.781714287,0
-1.637954002,-0.094790294,2742880.134,1958535.591,0.781714287,0
-1.694010171,-0.093398949,2742880.134,1961535.591,0.781714287,0
-1.461347601,-0.728467864,2742880.134,1964535.591,0.781714386,0
-0.920597894,-1.586986514,2742880.134,1967535.591,0.785659785,0
-0.854844671,-1.103237212,2742880.134,1970535.591,0.782216508,0
-0.918803261,-0.538909621,2742880.134,1973535.591,0.781720509,0
-0.851306,-0.447812911,2742880.134,1976535.591,0.781721133,0
-1.040938906,0.608927923,2742880.134,1979535.591,0.781714288,0
-0.869021333,-0.451063241,2742880.134,1982535.591,0.781720321,0
-0.682541094,-0.983969773,2742880.134,1985535.591,0.782837172,0
-0.696934728,-0.366335211,2742880.134,1988535.591,0.781734453,0
-1.08426787,1.001825984,2742880.134,1991535.591,0.781714287,0
-0.832268331,-0.067587738,2742880.134,1994535.591,0.781714882,0
-0.832252264,-0.006811135,2742880.134,1997535.591,0.781714657,0
-0.565602852,-1.263271237,2742880.134,2000535.591,0.793803375,0
-0.609660747,-0.307610057,2742880.134,2003535.591,0.781747003,0
-0.776193436,0.377486679,2742880.134,2006535.591,0.781714338,0
-0.71559402,-0.292255124,2742880.134,2009535.591,0.781723503,0
-0.636249659,-0.736462509,2742880.134,2012535.591,0.782097472,0
-0.454783951,-1.096055222,2742880.134,2015535.591,0.792487764,0
-0.303468815,-0.83774531,2742880.134,2018535.591,0.792229977,0
-0.494426159,0.243524683,2742880.134,2021535.591,0.781716294,0
-0.840389506,1.509942466,2742880.134,2024535.591,0.781714287,0
-0.790179728,0.873814458,2742880.134,2027535.591,0.78171429,0
-0.660544843,0.213699044,2742880.134,2030535.591,0.781714816,0
-0.552188626,-0.167970834,2742880.134,2033535.591,0.781734626,0
-0.66048998,0.583987839,2742880.134,2036535.591,0.781714329,0
-0.740900513,0.710017975,2742880.134,2039535.591,0.781714297,0
-0.599775773,-0.068735569,2742880.134,2042535.591,0.781721447,0
-0.510330245,-0.13768722,2742880.134,2045535.591,0.781741083,0
-0.524151325,0.490507491,2742880.134,2048535.591,0.781714599,0
-0.408508295,0.040403901,2742880.134,2051535.591,0.781734581,0
-0.364722414,0.384852702,2742880.134,2054535.591,0.781717083,0
-0.229621492,0.128627573,2742880.134,2057535.591,0.78178221,0
-0.215945263,0.297516725,2742880.134,2060535.591,0.781739278,0
-0.173865084,0.184235319,2742880.134,2063535.591,0.781795561,0
0.006883377,-0.589011091,2742880.134,2066535.591,0.810249811,0
-0.146361329,0.5387634,2742880.134,2069535.591,0.781723521,0
-0.197696725,0.260004789,2742880.134,2072535.591,0.781755109,0
-0.231131213,0.601181339,2742880.134,2075535.591,0.781717027,0
-0.230444236,0.409499842,2742880.134,2078535.591,0.781724085,0
-0.196456922,-0.000189324,2742880.134,2081535.591,0.781939161,0
-0.195025932,-0.137168116,2742880.134,2084535.591,0.782244094,0
-0.188597973,-0.35036196,2742880.134,2087535.591,0.783588158,0
-0.113761388,-0.804301475,2742880.134,2090535.591,0.812740514,0
-0.114294588,-0.860314346,2742880.134,2093535.591,0.819760045,0
-0.138873806,-0.779305222,2742880.134,2096535.591,0.806296001,0
-0.182933252,-0.56345754,2742880.134,2099535.591,0.78836951,0
-0.216320265,-0.599578319,2742880.134,2102535.591,0.788029236,0
-0.235178448,-0.541392845,2742880.134,2105535.591,0.785642038,0
-0.221682144,-0.805655132,2742880.134,2108535.591,0.796873064,0
-0.272347372,-0.615001951,2742880.134,2111535.591,0.78576572,0
-0.274951162,-0.989056172,2742880.134,2114535.591,0.807157834,0
-0.319643708,-0.870430482,2742880.134,2117535.591,0.79345919,0
-0.374350525,-0.721123848,2742880.134,2120535.591,0.785259123,0
-0.427400545,-0.838603491,2742880.134,2123535.591,0.785816835,0
-0.435038915,-1.023840334,2742880.134,2126535.591,0.792242163,0
-0.503257464,-0.842544395,2742880.134,2129535.591,0.783792208,0
-0.562113134,-0.777043395,2742880.134,2132535.591,0.782596836,0
-0.619397345,-0.677630024,2742880.134,2135535.591,0.782031623,0
-0.668297842,-0.670023775,2742880.134,2138535.591,0.781894504,0
-0.842982192,-0.18895172,2742880.134,2141535.591,0.781715444,0
-1.118380798,0.297793661,2742880.134,2144535.591,0.781714291,0
-1.117998478,0.176215598,2742880.134,2147535.591,0.781714296,0
-0.943072102,-0.575074292,2742880.134,2150535.591,0.781721084,0
-1.053086861,0.231232086,2742880.134,2153535.591,0.781714299,0
-1.071301922,-0.039642877,2742880.134,2156535.591,0.781714333,0
-1.153752164,0.274739047,2742880.134,2159535.591,0.781714291,0
-1.337957331,1.100323195,2742880.134,2162535.591,0.781714286,0
-1.296546838,0.526600499,2742880.134,2165535.591,0.781714287,0
-1.319214764,0.305649285,2742880.134,2168535.591,0.781714288,0
-1.405281904,0.722409355,2742880.134,2171535.591,0.781714286,0
-1.373224528,0.403428405,2742880.134,2174535.591,0.781714287,0
-1.440024335,0.952140837,2742880.134,2177535.591,0.781714286,0
-1.470013178,0.937879679,2742880.134,2180535.591,0.781714286,0
-1.589387512,1.423324013,2742880.134,2183535.591,0.781714286,0
-1.597827964,0.877966896,2742880.134,2186535.591,0.781714286,0
-1.642253111,0.882048121,2742880.134,2189535.591,0.781714286,0
-1.673259768,0.770732314,2742880.134,2192535.591,0.781714286,0
-1.730953645,0.874423425,2742880.134,2195535.591,0.781714286,0
-1.781922262,0.978449788,2742880.134,2198535.591,0.781714286,0
-1.853196623,1.300597328,2742880.134,2201535.591,0.781714286,0
-1.922994929,1.400438138,2742880.134,2204535.591,0.781714286,0
-1.992673726,1.312203798,2742880.134,2207535.591,0.781714286,0
-2.037288467,0.997531751,2742880.134,2210535.591,0.781714286,0
-2.124033863,1.545938445,2742880.134,2213535.591,0.781714286,0
-2.205176833,1.608590718,2742880.134,2216535.591,0.781714286,0
-2.279490635,1.766674618,2742880.134,2219535.591,0.781714287,0
-2.319460349,1.416940706,2742880.134,2222535.591,0.781714286,0
-1.736493028,1.010476707,2739880.134,1937535.591,0.781714286,0
-1.796997213,1.14597017,2739880.134,1940535.591,0.781714286,0
-1.814906571,-0.636079615,2739880.134,1952535.591,0.781714289,0
-1.609944544,-0.576144972,2739880.134,1955535.591,0.781714298,0
-2.222272077,1.404610969,2739880.134,1958535.591,0.781714286,0
-1.872187955,0.102351278,2739880.134,1961535.591,0.781714286,0
-1.349711412,-1.012282878,2739880.134,1964535.591,0.781716325,0
