CartPos,CartVelocity,PoleAngle,PoleVelocity,State,Action,Value
-1.507060574697757,1.6068803793202031,-0.8157592623954856,0.5576875108108706,0,1,991.335103541324
0.7323675752540649,0.8408096877990991,-0.7298600662564342,-0.5810122520029757,1,0,981.0706182134637
1.0328917012006023,-0.876477288888642,-0.020352717822133472,0.08432801487635441,2,1,989.9759174548946
0.007116568171277241,-0.35440123065167833,0.7780415864486347,-0.12040954525915012,3,1,987.2679782106893
-0.7900914656360996,0.876913165507833,0.8690524314053841,-0.71336599000024,4,0,989.3790387561767
1.0386693468948391,-0.6233026456231385,-0.04650940126061579,-0.857550100789859,5,0,977.5126837579799
-1.5253415968936623,-0.5550610997032501,0.5344627164778141,0.6598553059219912,6,1,983.515948418839
-0.08203549367460054,0.17331690899966945,0.6851066645065229,-0.17685760257342928,7,1,990.7385800902646
0.5435694902877805,1.2943546051832269,-0.025336949666640917,-0.6579977100930409,8,0,990.2100581722556
1.1521821631035951,-1.6231081243358387,-0.5384900394199978,0.24373453507344464,9,1,987.0473517523882
0.44566455574392216,1.0287091877180987,-0.5804768864907057,-0.9111233834599466,10,1,974.8256764102557
0.5243605706644052,-0.4493976212402039,-0.5342004738290895,0.9669247280890989,11,1,988.9491908913526
0.7034850969578701,1.3685652471906486,0.5717373420403675,0.2899384147753073,12,1,996.8812330952122
-1.1826936461107462,-0.3181805310445637,-0.3275895173126661,0.5260812089456647,13,1,989.702592146785
-0.16773892933125287,-0.9881513757571505,0.7363802539330534,-0.0693964824231585,14,1,986.4643567155915
-0.03155753871671804,0.39044708287721397,0.25415645107153934,0.932159589395279,15,0,977.1077175850274
0.33715702806364806,-1.080245988122753,-0.5638623843039048,-0.11436880321367215,16,0,983.9277899649608
0.28203564468134185,-0.4417168355932972,-0.43610410479006745,-0.54007257237618,17,0,980.4057867670771
-0.6920115998733907,1.388869526686906,-0.9343763650110224,-0.8354713042102186,18,1,972.4069474497894
0.8383809678190659,1.1674256220637007,-0.11406302887868523,0.22511288639275895,19,1,997.78913601643535
0.6873922668291758,0.7829766313581292,0.9175378840241574,0.954191913432344,20,0,982.3474357233564
-0.6937674494719169,1.5147732981101585,-0.7922309750657257,-0.07120946178666429,21,0,990.7366548916424
-0.6638439141895234,-0.5815487203326813,0.9378061131409144,-0.45281914308889404,22,0,986.7588958990065
0.3676998244761023,-1.0545730918885388,-0.7748369643898343,0.05160328065241095,23,0,985.4922418759546
1.2248436622128072,-1.4669830817021885,-0.8411797785939554,0.11620203809157217,24,0,984.4824811994924
0.12321331394751035,1.3532172315894628,-0.9216971948706191,0.8223273245801502,25,1,978.4161272788998
0.8669480138909466,0.6495875282800679,0.9187303842150941,-1.042861334400692,26,0,988.4416451930621
0.3387268944813877,-0.7579902595995169,0.398268770934969,0.9907578088417182,27,1,978.1697909951015
-0.4251310554883896,1.1125827343574342,-0.20848547211951846,0.35618955554624576,28,1,992.5399955159268
1.4788207657242949,-1.2822983272247315,0.9298257966228324,-0.8155804812658707,29,0,985.3506141841333
-0.8169564759772395,-0.7492205111134231,0.27794664022702464,0.4500789558584951,30,1,986.8728329788768
0.7938667651524594,0.2751557003335715,-0.8651507400866194,-1.0113971717558365,31,0,966.3355007152429
-0.6094744724418578,-0.5959440400847429,-0.04210457078366245,-0.013861373301558857,32,0,988.3716808321808
-0.9812547405629717,0.49700779141880624,-0.1050313428437704,-0.3438752149327221,33,0,988.50523788476
1.3806448726234877,-1.4330603497282355,-0.7113373237811758,0.04468583222045184,34,0,985.2928197307793
0.7262066016002768,0.12441964643213378,-0.039218674503366434,0.8189753390201506,35,1,987.8888847650816
1.286076300025663,1.5878811947382532,-0.04347829577586598,0.46265499746299765,36,1,997.021537456737
-0.156370987465629,-1.3017531295975933,-0.47308032915203063,-0.9823737495577931,37,0,968.2765097185162
0.2728649824086546,-0.5138554065850945,0.8515323761248098,0.4824091797848477,38,1,984.0537291987847
-0.15046520429940147,0.07080399910772897,0.5545683825543496,-0.9200133887740087,39,0,984.9157936479284
0.41830823479464907,-1.1746842693496786,0.5040715360039184,0.539452985878284,40,1,984.3807603153912
-0.06055300787842049,0.3017006869699365,-0.0134444207917282,-0.6154412931325514,41,0,985.914362010926
-0.39447852011914325,0.1338515402781015,-0.2861423151285697,0.4295949816622196,42,1,992.3884637472025
