idstate,idaction,qvalue
957,0,975.1379187264646
957,1,974.7268301758932
958,0,984.7613766491748
958,1,987.4980868620682
959,0,988.5132531677482
959,1,990.4511063935148
960,0,991.2630059620254
960,1,989.1145332485769
961,0,993.8788691819204
961,1,994.9474090901383
962,0,986.0904080133748
962,1,989.1183980256671
963,0,976.5091946779878
963,1,978.3171488215721
964,0,990.2120192250474
964,1,989.0477095085441
965,0,987.2299640374583
965,1,983.7633220128614
966,0,986.8042240974703
966,1,990.7535461044786
967,0,946.8725530857378
967,1,977.1931042090275
968,0,985.1389957856422
968,1,983.4801112908635
969,0,981.4923597285656
969,1,983.4640357500268
970,0,983.9222246563866
970,1,982.2336567692182
971,0,976.25187677691315
971,1,976.7550755754112
972,0,983.0536089208156
972,1,986.8566458494232
973,0,987.6043754524036
973,1,986.3864656481807
974,0,989.5663513383932
974,1,991.499879507495
975,0,985.9556033673928
975,1,988.0820648432789
976,0,984.1503219069324
976,1,982.7075285982402
977,0,980.4672252114542
977,1,985.5903728819417
978,0,974.2664361373941
978,1,975.065107901997
979,0,988.7525474719273
979,1,986.0140534598797
980,0,964.2008902165484
980,1,962.676640597987
981,0,968.1835465005485
981,1,966.5842165391538
982,0,973.5819211156696
982,1,979.9483031364955
983,0,971.7164615226388
983,1,969.707740372791
984,0,989.2641033269304
984,1,987.0129133297717
985,0,986.863255871315
985,1,987.7584910089511
986,0,977.6055519313308
986,1,978.3807472280765
987,0,987.8665291094497
987,1,984.5579215225566
988,0,961.9208622909241
988,1,954.3189261272057
989,0,985.5893458844091
989,1,984.4236510398407
990,0,978.9817922378721
990,1,977.3893710636466
991,0,986.0900211951858
991,1,987.0140342287755
992,0,991.4764028024712
992,1,989.5994475678897
993,0,969.9109855292107
993,1,976.5043640655177
994,0,974.2614833872836
994,1,969.7245666055937
995,0,984.9298537814689
995,1,979.5989942913103
996,0,989.9547618776415
996,1,989.8008973313259
997,0,984.4964068837589
997,1,984.7526418250592
998,0,977.2337145080235
998,1,979.3739644565192
999,0,990.2197435276624
999,1,990.6126694435713
1000,0,987.0342286424327
1000,1,985.663120902476
1001,0,987.8627898024688
1001,1,987.8616261056306
1002,0,989.071863968507
1002,1,987.1904711485125
1003,0,981.167276419269
1003,1,977.5534396918496
1004,0,985.5623468841069
1004,1,985.5103885238168
1005,0,992.1260397846147
1005,1,990.7187315684089
1006,0,988.098804225991
1006,1,990.4868681854002
1007,0,985.3905003211861
1007,1,981.6936996721106
1008,0,987.6422146454555
1008,1,987.8465827822646
1009,0,951.738717514113
1009,1,973.6370811352817
1010,0,984.1758008272551
1010,1,986.2560334314066
1011,0,990.1764976995526
1011,1,990.43227415188
1012,0,901.1648344895625
1012,1,887.5843473854003
1013,0,992.8084642368422
1013,1,993.6476718087749
1014,0,977.4226448987957
1014,1,977.1914423793969
1015,0,995.1811555527913
1015,1,995.2175554063922
1016,0,986.5032459363175
1016,1,986.620046680175
1017,0,980.3572039123115
1017,1,973.0080202927675
1018,0,992.3731500075174
1018,1,990.848301578858
1019,0,990.123919771982
1019,1,989.6913522996367
1020,0,994.6916672327644
1020,1,993.9183042015355
1021,0,993.2232008559013
1021,1,992.5049388600698
1022,0,985.0254272064194
1022,1,987.0644916911554
1023,0,977.0975596301593
1023,1,977.4376004920654
1024,0,986.4033111210665
1024,1,985.0295387230524
1025,0,983.4952181073426
1025,1,979.7679764029078
1026,0,983.4545524628164
1026,1,987.665450640444
1027,0,988.2558143778693
1027,1,985.8177483292072
1028,0,983.3618843074614
1028,1,980.7312680082989
1029,0,988.5710361004333
1029,1,988.1422265201535
1030,0,988.5382042334487
1030,1,988.7939998461742
1031,0,984.8537058443857
1031,1,985.41315825955
1032,0,978.9678427166351
1032,1,977.020204582948
1033,0,994.6067679039184
1033,1,993.3354552860319
1034,0,980.2692825939523
1034,1,979.254433448546
1035,0,979.9797028680038
1035,1,976.8086492062754
1036,0,985.5155246085018
1036,1,985.8066859322472
1037,0,987.0389725272757
1037,1,984.6153543245375
1038,0,983.808735046094
1038,1,984.3445391675539
1039,0,986.8327443626453
1039,1,985.7384775888645
1040,0,983.8881411876835
1040,1,985.2412776331382
1041,0,981.0119048441105
1041,1,983.4336325379415
1042,0,986.3033204119099
1042,1,988.2115785977729
1043,0,990.0389810574926
1043,1,990.4607072699564
1044,0,989.684263636678
1044,1,990.0443020811638
1045,0,977.2569961619619
1045,1,977.2741390404694
1046,0,988.0052467455173
1046,1,987.2868760835411
1047,0,971.7468425211749
1047,1,969.1792366289269
1048,0,987.0498689965694
1048,1,986.259706582653
1049,0,977.5114114459974
1049,1,976.2228121499004
1050,0,979.7271640678388
1050,1,981.3182632072416
1051,0,986.0118961772483
1051,1,983.3431274130892
1052,0,976.5038784006597
1052,1,978.1091273899171
1053,0,978.7986116483602
1053,1,984.1684137269496
1054,0,984.2783088464022
1054,1,983.6767462524067
1055,0,988.5766556872464
1055,1,986.9436658896777
1056,0,990.8302979738459
1056,1,994.377689372093
1057,0,991.2759374474612
1057,1,992.3625580782447
1058,0,982.4841701417635
1058,1,982.0701130823558
1059,0,987.2016286389385
1059,1,989.4271169398684
1060,0,981.1947778031999
1060,1,981.6784763426746
1061,0,992.9235991681549
1061,1,993.5758035018871
1062,0,986.0349998634871
1062,1,985.2156975177131
1063,0,988.6916876185446
1063,1,989.5396630185138
1064,0,987.2904570143112
1064,1,991.1799117941405
1065,0,982.174437045943
1065,1,979.7970769516112
1066,0,991.1225075329398
1066,1,990.6103761847108
1067,0,992.6565977583509
1067,1,992.61181591399
1068,0,987.5271803804743
1068,1,984.2211161012832
1069,0,968.6823978186039
1069,1,968.1719664317527
1070,0,988.5459230759532
1070,1,989.0517803148592
1071,0,986.3983285180761
1071,1,983.04232938656
1072,0,984.6090525429767
1072,1,986.1426707593175
1073,0,988.795915755806
1073,1,990.3865261641259
1074,0,968.6607016784898
1074,1,975.4312184563216
1075,0,979.6211413011864
1075,1,995.2047781657882
1076,0,997.2817308658367
1076,1,997.2731052846439
1077,0,981.1898060860995
1077,1,981.4157381735322
1078,0,986.4498182577771
1078,1,983.2859223713422
1079,0,990.8205956451882
1079,1,990.4204269052123
1080,0,982.9533392326113
1080,1,981.0564173797039
1081,0,984.013325267871
1081,1,983.589697139534
1082,0,986.4759543566333
1082,1,988.2544712599665
1083,0,981.1979071163355
1083,1,980.5974861415772
1084,0,993.7220385172548
1084,1,995.3967569851541
1085,0,984.9417439794263
1085,1,981.7021134470444
1086,0,990.0490718748327
1086,1,991.528294085382
1087,0,982.2046322062507
1087,1,985.6255094561125
1088,0,989.5542562209233
1088,1,985.3534904797723
1089,0,990.9197225144712
1089,1,996.8721530743584
1090,0,989.4976623824414
1090,1,993.4033096434962
1091,0,981.2454109047123
1091,1,984.5457723327115
1092,0,982.5165179109914
1092,1,979.6977121974667
1093,0,978.0971709686451
1093,1,979.5626137656634
1094,0,983.201609333516
1094,1,984.3942819039761
1095,0,992.3915128109209
1095,1,992.5043572396097
1096,0,983.2090064761185
1096,1,980.7594479459849
1097,0,989.6846828621324
1097,1,989.3764617675105
1098,0,992.2254023996509
1098,1,992.0380265964714
1099,0,982.8641665777479
1099,1,985.4092736758901
1100,0,988.3729643739366
1100,1,985.9260400188543
1101,0,992.718549338424
1101,1,993.7273345937691
1102,0,980.7416455499642
1102,1,983.4655245697772
1103,0,984.635064231695
1103,1,979.5745472389225
1104,0,996.055377508551
1104,1,997.8860206537963
1105,0,992.013654740882
1105,1,990.2714192377014
1106,0,972.3616802988511
1106,1,969.285345976147
1107,0,994.268936045016
1107,1,993.0063894307696
1108,0,984.3380032549184
1108,1,983.117616197216
1109,0,974.6534391314881
1109,1,973.8552078920243
1110,0,983.7091850547861
1110,1,978.8993341288649
1111,0,991.6840401381733
1111,1,990.0773505586246
1112,0,986.4731116042431
1112,1,988.8770936390789
1113,0,988.3311322267577
1113,1,991.8753304619431
1114,0,987.7669463562362
1114,1,988.893688435253
1115,0,989.5009091182371
1115,1,987.6639199728857
1116,0,985.6742744830202
1116,1,987.0828959019734
1117,0,977.954110929457
1117,1,979.3966359309678
1118,0,987.4397057144774
1118,1,986.7546744236465
1119,0,980.6331997334418
1119,1,976.450483849214
1120,0,991.1195596150754
1120,1,991.0223129279041
1121,0,984.2909771030431
1121,1,986.4619182879974
1122,0,983.9845646492422
1122,1,987.228934388461
1123,0,984.3088163116782
1123,1,985.2076150614336
1124,0,979.6610117047536
1124,1,981.9422036759174
1125,0,991.8769558972136
1125,1,991.5575872452041
1126,0,984.6111426248474
1126,1,985.7724950783614
1127,0,983.3390305345287
1127,1,981.8478515572801
1128,0,985.1572159299528
1128,1,981.8906446922429
1129,0,980.4252455723922
1129,1,980.4055904671366
1130,0,979.5247971241536
1130,1,975.7191176212385
1131,0,975.111399004066
1131,1,982.1579307052746
1132,0,989.4755090809573
1132,1,989.6561045022406
1133,0,975.7060464133556
1133,1,980.8611719739733
1134,0,981.7344345359346
1134,1,977.8768642550071
1135,0,986.4427692901704
1135,1,981.8885472876432
1136,0,969.9983390123696
1136,1,970.4796935761173
1137,0,986.0872445500142
1137,1,985.3537512765729
1138,0,977.2778425087167
1138,1,980.9972615018586
1139,0,985.8173014868635
1139,1,983.2876814625214
1140,0,977.1518413921118
1140,1,978.2620666799562
1141,0,991.7987651113979
1141,1,994.3752262541504
1142,0,980.5527923383261
1142,1,984.433207383027
1143,0,993.5736673443281
1143,1,994.5884303063707
1144,0,983.8065854064441
1144,1,986.2422441017022
1145,0,994.5419389098299
1145,1,994.2590583699084
1146,0,991.9665352640488
1146,1,991.2403128841622
1147,0,972.6922727136225
1147,1,970.0639838600085
1148,0,993.4787228520756
1148,1,993.1311844667246
1149,0,981.8724020792182
1149,1,984.017315175402
1150,0,991.1798945672747
1150,1,989.0765491522337
1151,0,994.8078843025922
1151,1,995.1824752092898
1152,0,977.7683997021018
1152,1,972.9888803643732
1153,0,990.9249343452934
1153,1,990.7260876480591
1154,0,983.9619916028532
1154,1,981.6506002853217
1155,0,985.4881503731393
1155,1,986.9167413507112
1156,0,992.7721134761989
1156,1,993.3436013741341
1157,0,982.3898450029643
1157,1,981.832925409198
1158,0,984.6700739299482
1158,1,982.9805612718396
1159,0,988.3820689671693
1159,1,986.7230836379746
1160,0,975.6524037763345
1160,1,984.9314238862773
1161,0,986.4354206326133
1161,1,987.227017320711
1162,0,990.3100124988
1162,1,990.7708793471558
1163,0,991.6983719052512
1163,1,990.2877759778735
1164,0,986.3330967813777
1164,1,985.4224189610674
1165,0,986.8182943882359
1165,1,989.7043859556812
1166,0,973.4424086662851
1166,1,976.7440390746491
1167,0,983.9150504371723
1167,1,982.4912536115144
1168,0,997.2275794598521
1168,1,996.0388588111545
1169,0,988.4059048091533
1169,1,987.8155166590494
1170,0,981.734123113119
1170,1,982.9438933037334
1171,0,985.0228437634373
1171,1,982.2099339863902
1172,0,989.0571713941341
1172,1,988.3606878913081
1173,0,991.5269379100223
1173,1,990.5442708431891
1174,0,994.8363785094423
1174,1,993.6661522085312
1175,0,973.3571462255784
1175,1,995.3887919944582
1176,0,988.2944044471342
1176,1,988.8772949182734
1177,0,939.9488733673203
1177,1,951.5373114618616
1178,0,982.9609436238477
1178,1,980.3294027443002
1179,0,980.086984067912
1179,1,976.948456789108
1180,0,978.3429275573677
1180,1,977.223417647941
1181,0,991.0935443469273
1181,1,990.8252558660629
1182,0,981.2180177604291
1182,1,984.3634366429638
1183,0,986.9470806814463
1183,1,986.5601033333951
1184,0,982.6103418273492
1184,1,981.555185095005
1185,0,981.7230602691332
1185,1,980.412512635827
1186,0,978.3791566241105
1186,1,977.3236295233712
1187,0,984.9033029975578
1187,1,987.8913081875451
1188,0,992.0868578853422
1188,1,991.0712960976186
1189,0,850.6952669640277
1189,1,853.5945279081757
1190,0,982.7988555945333
1190,1,983.7790809623838
1191,0,995.7484415601602
1191,1,995.6567692236483
1192,0,990.3783353880025
1192,1,989.549439794287
1193,0,976.5062558034508
1193,1,977.585120165297
1194,0,988.9327963797956
1194,1,987.3139427033193
1195,0,978.2679880786842
1195,1,979.3610868933598
1196,0,987.1856117272539
1196,1,985.8472277341695
1197,0,989.9729578436636
1197,1,989.720776445092
1198,0,983.2472954434461
1198,1,989.5537982056528
1199,0,986.5583735371804
1199,1,986.4131860895674
1200,0,978.2393786974517
1200,1,979.7120365976348
1201,0,978.8780884332448
1201,1,976.9827441333913
1202,0,969.7662156843544
1202,1,972.0202174879948
1203,0,973.2172127152596
1203,1,969.450533806039
1204,0,980.2708007316905
1204,1,984.1375464854849
1205,0,989.684381102318
1205,1,984.8618725793808
1206,0,986.462904735334
1206,1,987.5530464428713
1207,0,986.417884321296
1207,1,987.3075631750942
1208,0,977.2442055982026
1208,1,971.9159491972762
1209,0,988.3926382680663
1209,1,988.9831284288042
1210,0,989.5925292901027
1210,1,985.9677920552781
1211,0,982.498114872132
1211,1,980.6045489499868
1212,0,986.3399602020717
1212,1,985.8019014720112
1213,0,991.1147630412561
1213,1,988.5624628953833
1214,0,987.3886859430569
1214,1,990.3807846369701
1215,0,978.5896077539913
1215,1,974.2457779449196
1216,0,986.5485661006363
1216,1,990.5510811716259
1217,0,981.9114934858824
1217,1,994.3846010072134
1218,0,990.2009295492746
1218,1,989.5130594226998
1219,0,984.6746608897425
1219,1,986.7924798405893
1220,0,986.89020384085
1220,1,988.7480276297891
1221,0,990.3407160012192
1221,1,991.6689435401153
1222,0,993.2827042577007
1222,1,993.7325380385512
1223,0,991.6943769686097
1223,1,991.8744695767556
1224,0,989.4133777367016
1224,1,989.0161103455038
1225,0,993.890717032401
1225,1,992.8484712690837
1226,0,995.2804384766824
1226,1,997.7083958003882
1227,0,972.163883105133
1227,1,969.6128597870046
1228,0,987.7068852774182
1228,1,988.073076893482
1229,0,978.1449076583729
1229,1,976.4014223090608
1230,0,991.5431339286841
1230,1,993.0538143320373
1231,0,981.9414715964829
1231,1,980.4297143278259
1232,0,986.3219201915302
1232,1,987.8384065972357
1233,0,986.6917680892607
1233,1,986.9455702875916
1234,0,982.0392637522884
1234,1,979.7057523880828
1235,0,983.6062006396398
1235,1,988.4861099210036
1236,0,991.6825091845787
1236,1,992.1080401101957
1237,0,986.8036658878777
1237,1,989.1744211625528
1238,0,986.3068436054245
1238,1,986.0911826080836
1239,0,990.009343409926
1239,1,991.3975644765991
1240,0,992.0270971052215
1240,1,991.4334854929398
1241,0,982.9550773987378
1241,1,985.9848656727484
1242,0,987.9658955561002
1242,1,989.5285624601428
1243,0,989.1320590576036
1243,1,991.5096928998513
1244,0,991.3895883099747
1244,1,993.9272848716807
1245,0,982.8495486824779
1245,1,984.0356091585901
1246,0,989.039537800986
1246,1,985.8385878117848
1247,0,986.9768130991492
1247,1,984.8332545098742
1248,0,986.0940251443651
1248,1,986.4783061130753
1249,0,993.1645540886967
1249,1,992.7507474862821
1250,0,988.2095039605307
1250,1,987.9878500288962
1251,0,993.7467818035796
1251,1,993.5708036939768
1252,0,984.5533431827471
1252,1,985.5470331766753
1253,0,986.4290203062027
1253,1,983.6349472936156
1254,0,987.2616742756366
1254,1,986.911569504723
1255,0,983.7615572908646
1255,1,982.0173351180915
1256,0,979.5173905350858
1256,1,982.9327131066909
1257,0,994.495503340653
1257,1,993.9660280184928
1258,0,985.9641002915687
1258,1,987.0864202394623
1259,0,991.6383775075305
1259,1,989.9575815508107
1260,0,963.1497483931812
1260,1,963.1920469982014
1261,0,982.2279689334481
1261,1,982.046100470015
1262,0,982.6355704373857
1262,1,979.055664164824
1263,0,982.772021194593
1263,1,981.0718146927022
1264,0,987.6225365115537
1264,1,994.577803594008
1265,0,988.0217874656006
1265,1,989.732028005309
1266,0,976.4094685989298
1266,1,973.358548530721
1267,0,990.0989580967715
1267,1,991.8890882913166
1268,0,979.3103725670146
1268,1,985.0566568688112
1269,0,986.9720710232182
1269,1,991.0101828950797
1270,0,982.5845062357969
1270,1,985.3887249415812
1271,0,978.5125325975221
1271,1,972.3217395734251
1272,0,981.2195058246975
1272,1,983.3873270543253
1273,0,989.4085618940898
1273,1,989.6021008128376
1274,0,969.199910126507
1274,1,975.2869000484965
1275,0,988.4142760011986
1275,1,987.4798601949107
1276,0,989.079613511679
1276,1,988.2032225557232
1277,0,992.5190822329047
1277,1,991.0542983981043
1278,0,995.8738815573591
1278,1,994.1933050798864
1279,0,980.3485711381667
1279,1,986.7660986467661
1280,0,988.7752994253476
1280,1,988.2672906691481
1281,0,931.4346456141857
1281,1,955.145899910289
1282,0,990.8765793686225
1282,1,993.370981219585
1283,0,983.0351609855443
1283,1,982.3940178906264
1284,0,982.0267305103612
1284,1,979.0936337921678
1285,0,988.4281429209668
1285,1,989.1052600601057
1286,0,983.2691863012677
1286,1,984.4131926633102
1287,0,992.8615778593121
1287,1,991.8926313361517
1288,0,991.7085439485237
1288,1,992.2292561084115
1289,0,988.3566292368838
1289,1,986.2644549231147
1290,0,985.3973802603495
1290,1,985.674143053539
1291,0,994.6671066043052
1291,1,995.6798721945308
1292,0,982.0620429953156
1292,1,979.4024589429233
1293,0,987.0664793433323
1293,1,986.5877294338047
1294,0,983.392180596566
1294,1,979.6354439651503
1295,0,994.7306040112774
1295,1,992.7923960428141
1296,0,991.0633957746124
1296,1,988.1354755347832
1297,0,978.850925216103
1297,1,980.8166948663365
1298,0,974.9767622941642
1298,1,969.8011406205768
1299,0,988.8991021149604
1299,1,992.4570795737797
1300,0,992.1937929543644
1300,1,991.4390551678383
1301,0,988.3735079867805
1301,1,988.2528923448413
1302,0,988.4805208895028
1302,1,991.0750281061325
1303,0,991.1281383380868
1303,1,991.9896182858545
1304,0,983.5689618097923
1304,1,982.7396298609788
1305,0,980.6578898915235
1305,1,974.9186798571419
1306,0,956.3744638587686
1306,1,996.2610477455544
1307,0,985.5681380093624
1307,1,986.3099864242255
1308,0,984.3813964250187
1308,1,984.3268441844033
1309,0,974.9431984696749
1309,1,961.1546193713773
1310,0,985.766549844124
1310,1,991.9304065532764
1311,0,992.1295891680592
1311,1,992.5646784822277
1312,0,977.1465538998267
1312,1,978.4679445093406
1313,0,981.1258189031371
1313,1,977.1113872191352
1314,0,991.3619060861424
1314,1,990.8372820145436
1315,0,993.1894321916831
1315,1,993.7981462412438
1316,0,980.7557799648711
1316,1,978.537242921476
1317,0,987.3432175089046
1317,1,987.0008042845172
1318,0,979.339540313249
1318,1,983.4764670578497
1319,0,979.2622059408244
1319,1,983.0314587274715
1320,0,986.6443600872199
1320,1,985.6403642624815
1321,0,983.4384541851107
1321,1,979.161937985034
1322,0,980.3486406569746
1322,1,983.3922270574989
1323,0,982.8919285190921
1323,1,980.3894972307342
1324,0,984.3092195849736
1324,1,984.6984511534841
1325,0,976.1172950226626
1325,1,975.9828668980103
1326,0,985.9602051629104
1326,1,986.209096420723
1327,0,990.2197790266238
1327,1,990.4489675753739
1328,0,991.6719666074359
1328,1,991.1667858980242
1329,0,980.3964895099313
1329,1,978.3495386448851
1330,0,986.3021663402183
1330,1,986.8137362151775
1331,0,986.9073817776796
1331,1,983.6730859722792
1332,0,969.0575094132006
1332,1,967.371631768608
1333,0,982.2944659007945
1333,1,979.4322647816434
1334,0,984.3485279159139
1334,1,984.6022300128959
1335,0,985.1015264800955
1335,1,985.31043146835475
1336,0,982.0913367661212
1336,1,980.855235714769
1337,0,980.0041531954787
1337,1,981.2120827871898
1338,0,992.6659412713927
1338,1,991.4801418041625
1339,0,986.973165795426
1339,1,984.1798449672556
1340,0,980.6964341140197
1340,1,981.542486929153
1341,0,988.5120880206276
1341,1,984.2814555607071
1342,0,989.3803636734746
1342,1,993.7620777685565
1343,0,991.1604152273961
1343,1,991.2554133287324
1344,0,980.2286790082775
1344,1,978.1634428240353
1345,0,987.9957594693051
1345,1,987.8360860465523
1346,0,983.0441996099315
1346,1,981.6362989057857
1347,0,985.0954940449498
1347,1,988.6073564651309
1348,0,987.5252578439779
1348,1,985.2552535986147
1349,0,983.2182508422388
1349,1,983.449793904941
1350,0,988.6314182320568
1350,1,991.7188781281445
1351,0,966.3026045140969
1351,1,983.0677669570211
1352,0,991.5323298478706
1352,1,991.8362363506229
1353,0,986.759982046932
1353,1,984.2826204365257
1354,0,987.8187259977851
1354,1,986.8114817813239
1355,0,985.8827539770863
1355,1,985.9339344411231
1356,0,986.2003396977034
1356,1,986.5423255808981
1357,0,980.6048379849746
1357,1,977.5967589364245
1358,0,974.6664368887475
1358,1,976.3935858626808
1359,0,993.8370941142864
1359,1,994.1671740081262
1360,0,982.3283717021909
1360,1,981.2800545146151
1361,0,984.1086144397088
1361,1,982.24875835438
1362,0,980.8695232412867
1362,1,983.6253252674261
1363,0,973.0450085527673
1363,1,971.6828541866548
1364,0,992.5317601059705
1364,1,994.3377264473711
1365,0,977.5704200432147
1365,1,976.8418112219498
1366,0,993.1437550491648
1366,1,993.8392113642444
1367,0,993.7719291403204
1367,1,994.4883713103078
1368,0,992.3268960955324
1368,1,991.6182706833978
1369,0,989.4247136539177
1369,1,987.7696466480488
1370,0,730.1507395015365
1370,1,728.7055240468894
1371,0,991.4215024017915
1371,1,992.1936616386096
1372,0,988.6388363293933
1372,1,991.9470140598612
1373,0,976.756677654102
1373,1,984.2697829915775
1374,0,935.0868720665645
1374,1,963.6149014483639
1375,0,971.7289513883538
1375,1,971.0767547028531
1376,0,979.3623258098206
1376,1,975.9306193134321
1377,0,988.9405057971846
1377,1,985.4016214427953
1378,0,980.385552654292
1378,1,978.497893482947
1379,0,991.2072711548227
1379,1,987.5368967750802
1380,0,990.0843814709256
1380,1,989.0009432108554
1381,0,987.3677266047147
1381,1,988.2093895243103
1382,0,995.0117543873034
1382,1,994.3234943655691
1383,0,985.3490532898763
1383,1,986.4107336727761
1384,0,991.5522019577585
1384,1,992.4469816665992
1385,0,989.7224357473249
1385,1,989.8458106481721
1386,0,985.7689298183959
1386,1,987.5072309132269
1387,0,985.5518856471595
1387,1,994.901079504398
1388,0,980.8019423761274
1388,1,982.858570219161
1389,0,987.1685891690639
1389,1,986.192060293681
1390,0,992.7592033384719
1390,1,989.7339081356747
1391,0,991.704319017474
1391,1,988.6815334554302
1392,0,984.9477805756844
1392,1,986.2976835700576
1393,0,984.1677595212417
1393,1,986.1418069539013
1394,0,988.5742975100516
1394,1,992.6344827666153
1395,0,991.7640631144614
1395,1,991.5670330837172
1396,0,984.497537047656
1396,1,986.3281373344079
1397,0,986.9756123420397
1397,1,986.642271560562
1398,0,988.1369001686248
1398,1,989.2329543128221
1399,0,987.0056432867068
1399,1,985.3855498905119
1400,0,991.9240310072466
1400,1,995.1278147035529
1401,0,988.496517769127
1401,1,990.3126118554392
1402,0,976.6841739990896
1402,1,973.7662669621642
1403,0,991.8957980408165
1403,1,992.5467917432685
1404,0,990.3583946852997
1404,1,988.8172224303576
1405,0,981.6152319625714
1405,1,987.3610109596743
1406,0,986.9771561417971
1406,1,990.6688772551338
1407,0,994.1953431598805
1407,1,994.8996435137947
1408,0,991.6462276682701
1408,1,991.6046248881837
1409,0,984.306300438503
1409,1,983.2534592355007
1410,0,755.6935896648583
1410,1,756.4501271497724
1411,0,984.5502635544796
1411,1,982.3639661393385
1412,0,978.6220389777766
1412,1,975.9306842493255
1413,0,994.708144243206
1413,1,993.9596355538446
1414,0,986.4203264808691
1414,1,986.7682742909474
1415,0,991.2519723037763
1415,1,991.2277177142059
1416,0,987.9594160839031
1416,1,998.0446335187896
1417,0,980.8616509393839
1417,1,975.903033121006
1418,0,986.9724753091716
1418,1,988.8372169158004
1419,0,984.9664090679182
1419,1,984.0548101322042
1420,0,913.1826146757708
1420,1,921.0580297361677
1421,0,984.5533814541416
1421,1,985.6210367003317
1422,0,976.1636164538274
1422,1,977.1990227317681
1423,0,987.0627233308201
1423,1,987.6505604045738
1424,0,982.0958600872372
1424,1,987.8158085353562
1425,0,982.388984351634
1425,1,979.9838406140011
1426,0,993.6303525260821
1426,1,994.2446731436079
1427,0,979.8210416878164
1427,1,980.7878270812407
1428,0,981.6220039538935
1428,1,978.793799937192
1429,0,983.4311458106556
1429,1,978.3892752522737
1430,0,985.3374606604001
1430,1,984.1947468234127
1431,0,986.7860542365709
1431,1,986.0425903226451
1432,0,974.1214805498266
1432,1,972.2764468700625
1433,0,985.0603758122
1433,1,986.872181598868
1434,0,979.1011897850016
1434,1,978.3568356979923
1435,0,978.7644230534531
1435,1,979.6070078841835
1436,0,987.4029259225598
1436,1,986.2485612129701
1437,0,988.9077276161963
1437,1,985.9517230116362
1438,0,972.6411255254487
1438,1,971.6043671433173
1439,0,992.2255396256029
1439,1,993.655234492043
1440,0,975.657339548741
1440,1,972.6137666449679
1441,0,974.1065376575144
1441,1,972.1512239038227
1442,0,840.3908778594309
1442,1,838.5114401195282
1443,0,982.5132063102544
1443,1,984.9148331155785
1444,0,987.0655112027612
1444,1,986.5353632975091
1445,0,989.0934904707874
1445,1,988.2602644461244
1446,0,984.530748292133
1446,1,984.0930137645271
1447,0,987.6671415243691
1447,1,990.9186156867612
1448,0,982.6905439142646
1448,1,985.4960829270508
1449,0,992.1109406923698
1449,1,992.2226115931886
1450,0,987.2020852791445
1450,1,983.0639025616211
1451,0,980.3628247016497
1451,1,976.5590875971271
1452,0,983.219457825104
1452,1,980.3618847939449
1453,0,982.789947457092
1453,1,979.6288693001763
1454,0,979.3625103364999
1454,1,973.0169531876742
1455,0,982.2943231220877
1455,1,981.7156953153253
1456,0,980.1126108650474
1456,1,978.645868316039
1457,0,974.7704452752041
1457,1,974.1522759266827
1458,0,981.5067206371796
1458,1,985.3259112448761
1459,0,984.9456450000486
1459,1,981.7062253059532
1460,0,983.7562050302371
1460,1,981.684395681789
1461,0,990.424718109487
1461,1,992.8205760693027
1462,0,974.0304361083485
1462,1,976.5512201865422
1463,0,989.4592785934748
1463,1,989.154360680033
1464,0,992.5102042127405
1464,1,992.073679705315
1465,0,981.0525429193252
1465,1,981.9493116794984
1466,0,987.002080723471
1466,1,991.2422334945334
1467,0,966.3653209510062
1467,1,964.3265777786634
1468,0,989.8176832420138
1468,1,987.9844513694458
1469,0,981.6516523461396
1469,1,983.0594938895401
1470,0,969.6528875124993
1470,1,965.4914923459922
1471,0,987.9212533162251
1471,1,986.2547989986399
1472,0,989.4321794508536
1472,1,987.0144725313729
1473,0,939.1468156578933
1473,1,994.2093558691496
1474,0,953.7650320965892
1474,1,957.7840392173507
1475,0,979.7657829340867
1475,1,979.4781785958551
1476,0,983.3405296611926
1476,1,991.9339438680923
1477,0,986.9405796677407
1477,1,988.46022916666
1478,0,987.9199594708077
1478,1,989.8006127670584
1479,0,992.4097609905622
1479,1,993.17363903989
1480,0,985.4565151817815
1480,1,988.5996764013272
1481,0,984.5752763483458
1481,1,991.6256752256982
1482,0,981.3009881977574
1482,1,978.4437837884782
1483,0,985.9781177935919
1483,1,984.9688310868892
1484,0,985.2926016407595
1484,1,985.5143289166058
1485,0,992.2977734322956
1485,1,995.4117528066635
1486,0,924.8149726125265
1486,1,920.7346371363186
1487,0,966.949739442919
1487,1,953.9202262998597
1488,0,975.5863369781042
1488,1,981.6536865434447
1489,0,985.1929991381672
1489,1,988.1499712888342
1490,0,972.6215976793493
1490,1,972.4686558450447
1491,0,982.185607562708
1491,1,985.8709612877267
1492,0,985.5169516096495
1492,1,986.0639214604042
1493,0,929.6569631948729
1493,1,907.8219883446785
1494,0,837.5216554432934
1494,1,797.4953086177578
1495,0,982.1294627945114
1495,1,980.0107688364423
1496,0,989.2854034195103
1496,1,988.8025370682234
1497,0,985.9024955606869
1497,1,987.4026384979998
1498,0,984.9769532371573
1498,1,986.7518719047391
1499,0,959.1920517374886
1499,1,982.6773033916312
1500,0,985.1027738402167
1500,1,982.7402548767701
1501,0,977.0464480651844
1501,1,975.0787030675883
1502,0,982.3382726237396
1502,1,985.6333934613166
